episode,target_load,actual_load,memory_load,core_load,reward,objective,balance_score,success_rate,failure_rate,allocated_count,failure_count,num_gpus,num_pods,steps,loss,epsilon,eval_objective,eval_balance_score,eval_success_rate,eval_failure_rate,best_eval_objective
1166,1.2,1.2367454582809077,1.2367454582809077,1.1081657847275408,179.5271739043864,1.0963092509427916,0.14940503477149394,0.8114285714285714,0.18857142857142858,142,33,7,175,142,0.04585471749305725,0.05,,,,,1.366881031016972
1167,1.2,1.2155624834810024,1.2155624834810024,1.1289592435929088,142.91853089536372,1.112435569802303,0.1284403426064562,0.8102189781021898,0.1897810218978102,111,26,8,137,111,0.03168916702270508,0.05,,,,,1.366881031016972
1168,1.2,1.1794221598329464,1.167721296675897,1.1794221598329464,209.49652073877175,1.2179924274632203,0.13952052590465536,0.8393782383419689,0.16062176165803108,162,31,7,193,162,0.09306056052446365,0.05,,,,,1.366881031016972
1169,0.6,0.6179374142509181,0.6179374142509181,0.5932357001155187,108.32977112241807,1.6545888814350285,0.3454111185649715,1.0,0.0,77,0,7,77,77,0.04048072546720505,0.05,,,,,1.366881031016972
1170,1.2,1.2046699962956815,1.2046699962956815,1.1362211885335205,115.7584206585751,0.9463367672899632,0.22607702581348532,0.7931034482758621,0.20689655172413793,92,24,8,116,92,0.6226073503494263,0.05,,,,,1.366881031016972
1171,0.6,0.6018642506457362,0.6018642506457362,0.5659806671570186,89.47801730756206,1.6306818652714197,0.3693181347285804,1.0,0.0,63,0,6,63,63,0.4316958487033844,0.05,,,,,1.366881031016972
1172,0.8,0.8266795295985611,0.8266795295985611,0.810533833377795,131.1669790312269,1.8389986630322652,0.16100133696773467,1.0,0.0,93,0,7,93,93,0.1141161099076271,0.05,,,,,1.366881031016972
1173,1.0,1.0345945453356815,1.0345945453356815,1.0153365189424193,60.5419872327859,1.2148347359624034,0.18139167913193632,0.8490566037735849,0.1509433962264151,45,8,7,53,45,0.2689717710018158,0.05,,,,,1.366881031016972
1174,1.5,1.5086739468854446,1.4591857478662598,1.5086739468854446,123.78023429609954,0.2653173584742642,0.31456429833046945,0.6449704142011834,0.35502958579881655,109,60,6,169,109,0.2112390547990799,0.05,,,,,1.366881031016972
1175,1.2,1.2098068256924832,1.2098068256924832,1.1810694833369042,166.5083020449498,1.1440160314104963,0.18931730192283716,0.8333333333333334,0.16666666666666666,130,26,8,156,130,0.1497696340084076,0.05,,,,,1.366881031016972
1176,0.8,0.8079506802471621,0.8079506802471621,0.7797969711012781,226.3202122099269,1.9167958042942368,0.08320419570576319,1.0,0.0,162,0,5,162,162,0.7858093976974487,0.05,,,,,1.366881031016972
1177,1.0,0.9965250938585908,0.9965250938585908,0.9224719059307276,113.89329431750008,1.6775311812697953,0.1364223071022978,0.9534883720930233,0.046511627906976744,82,4,5,86,82,0.338933527469635,0.05,,,,,1.366881031016972
1178,1.0,1.0043772112710647,1.0043772112710647,0.9594005826686385,214.8119992872381,1.8051174113443285,0.09425365783806157,0.9748427672955975,0.025157232704402517,155,4,4,159,155,0.21837320923805237,0.05,,,,,1.366881031016972
1179,1.0,1.0323897279339558,1.0056039839105644,1.0323897279339558,125.47231861631495,1.3510501722738804,0.22990220867850075,0.8952380952380953,0.10476190476190476,94,11,6,105,94,0.26672762632369995,0.05,,,,,1.366881031016972
1180,0.6,0.5953970471582443,0.5953970471582443,0.5593355152755602,134.56111789630756,1.424318259640794,0.575681740359206,1.0,0.0,98,0,5,98,98,0.1738329827785492,0.05,,,,,1.366881031016972
1181,1.0,1.0409897895686728,1.0409897895686728,0.9326768342941556,116.21881025627329,1.0421319338727588,0.3282384364976115,0.8425925925925926,0.1574074074074074,91,17,5,108,91,0.27439817786216736,0.05,,,,,1.366881031016972
1182,1.5,1.4612220125577957,1.4612220125577957,1.460348597616792,105.32953321763738,0.5690460371435915,0.1485112147648056,0.6793893129770993,0.32061068702290074,89,42,4,131,89,0.29812780022621155,0.05,,,,,1.366881031016972
1183,1.2,1.197379844882768,1.197379844882768,1.195637373923058,181.27081196343698,1.0019938103341421,0.23822965335300855,0.8100558659217877,0.18994413407821228,145,34,7,179,145,0.29770326614379883,0.05,,,,,1.366881031016972
1184,0.6,0.587465173219261,0.587465173219261,0.5680772403273712,193.23875535176492,1.47082457626595,0.5291754237340501,1.0,0.0,144,0,4,144,144,0.10120253264904022,0.05,,,,,1.366881031016972
1185,0.8,0.7966047787093439,0.7966047787093439,0.7432363054611516,175.11379488988962,1.690349951726268,0.3096500482737322,1.0,0.0,128,0,5,128,128,0.2744418680667877,0.05,,,,,1.366881031016972
1186,1.5,1.5508345172106301,1.5508345172106301,1.4083135167209944,42.271168651721624,0.47643319310112187,0.14174862508069624,0.6545454545454545,0.34545454545454546,36,19,4,55,36,0.2097506821155548,0.05,,,,,1.366881031016972
1187,1.0,1.025699579720168,1.025699579720168,1.009868645572123,105.88201959380405,1.3078492098200782,0.24770634573547712,0.8888888888888888,0.1111111111111111,80,10,6,90,80,0.1592743992805481,0.05,,,,,1.366881031016972
1188,1.0,1.0183878261877897,1.0183878261877897,0.9544080678735499,180.62279397924289,1.501988617358428,0.19869165475041553,0.9251700680272109,0.07482993197278912,136,11,7,147,136,0.18540829420089722,0.05,,,,,1.366881031016972
1189,0.8,0.8009827020602602,0.8009827020602602,0.7416590778731849,147.03116020495776,1.6054027542649991,0.394597245735001,1.0,0.0,108,0,4,108,108,0.3070310652256012,0.05,,,,,1.366881031016972
1190,1.5,1.538880020429003,1.538880020429003,1.4586417933976077,140.6415302834667,0.356631776659588,0.2267015566737453,0.6458333333333334,0.3541666666666667,124,68,8,192,124,0.31853437423706055,0.05,,,,,1.366881031016972
1191,1.2,1.2277188533361358,1.2277188533361358,1.129668218360779,137.04371454399052,0.5794627423958675,0.40755024461711964,0.7467532467532467,0.2532467532467532,115,39,8,154,115,0.3120173513889313,0.05,,,,,1.366881031016972
1192,0.6,0.6107980052783165,0.6107980052783165,0.5522744328987224,70.90150668806231,1.4853757523025681,0.514624247697432,1.0,0.0,50,0,8,50,50,0.24494004249572754,0.05,,,,,1.366881031016972
1193,1.0,1.0294169933607702,1.0294169933607702,1.025802694660934,156.886544312875,1.426315577771036,0.21004805859260045,0.9090909090909091,0.09090909090909091,120,12,5,132,120,0.03850536793470383,0.05,,,,,1.366881031016972
1194,1.2,1.2213943645470255,1.2213943645470255,1.1896119300451231,86.46755005237391,0.5360659651564725,0.3839340348435274,0.73,0.27,73,27,7,100,73,0.11219757795333862,0.05,,,,,1.366881031016972
1195,1.5,1.5684301472540039,1.5684301472540039,1.5140605715625952,124.22731125510705,0.2558901643574817,0.17889244433817042,0.6086956521739131,0.391304347826087,112,72,6,184,112,0.07355846464633942,0.05,,,,,1.366881031016972
1196,1.0,1.020098227737872,0.9882577413105194,1.020098227737872,81.00240584953238,1.2495306456483255,0.33870464846932163,0.8970588235294118,0.10294117647058823,61,7,6,68,61,0.10312561690807343,0.05,,,,,1.366881031016972
1197,0.8,0.8272227319693195,0.8272227319693195,0.745687236802401,181.44205171125446,1.7444530327229772,0.25554696727702286,1.0,0.0,132,0,7,132,132,0.07097678631544113,0.05,,,,,1.366881031016972
1198,1.5,1.5257108838061146,1.5257108838061146,1.438833172858534,97.92283188207186,0.616284229229895,0.1275174236626671,0.6859504132231405,0.3140495867768595,83,38,6,121,83,0.043468669056892395,0.05,,,,,1.366881031016972
1199,1.5,1.5410105956351048,1.5410105956351048,1.469724831070038,81.36315053660314,0.4270896631209523,0.26521802918674,0.6730769230769231,0.3269230769230769,70,34,6,104,70,0.03984563797712326,0.05,,,,,1.366881031016972
1200,1.2,1.167384262588933,1.167384262588933,1.1499357999949784,53.88576454606442,0.968528942401237,0.20128237835347998,0.7924528301886793,0.20754716981132076,42,11,7,53,42,0.41336357593536377,0.05,1.176336294003713,0.28653998737030884,0.8657190703435056,0.13428092965649452,1.366881031016972
1201,0.6,0.6032776340957461,0.6032776340957461,0.5548770982801685,153.78166402505695,1.4617907039132054,0.5382092960867946,1.0,0.0,114,0,8,114,114,0.23208412528038025,0.05,,,,,1.366881031016972
1202,0.8,0.8288866682679981,0.8288866682679981,0.7390269210756883,154.34630524449312,1.6802276058467824,0.3197723941532176,1.0,0.0,112,0,7,112,112,0.14123600721359253,0.05,,,,,1.366881031016972
1203,1.2,1.189066788430072,1.189066788430072,1.1091197849099912,123.96277734931843,1.02559484384172,0.13569547873892507,0.7903225806451613,0.20967741935483872,98,26,6,124,98,0.38756120204925537,0.05,,,,,1.366881031016972
1204,1.2,1.248722643636317,1.248722643636317,1.1248460843616817,195.7754014634876,1.1124226532999661,0.09165897935309505,0.8010204081632653,0.1989795918367347,157,39,4,196,157,0.32429325580596924,0.05,,,,,1.366881031016972
1205,1.0,1.0174040707205412,1.006805207073911,1.0174040707205412,151.62010093228187,1.4865169000190426,0.18827984794843708,0.9186991869918699,0.08130081300813008,113,10,8,123,113,0.07637949287891388,0.05,,,,,1.366881031016972
1206,1.2,1.2407034526443095,1.2221049899912646,1.2407034526443095,155.09923879890044,1.000742601179139,0.13849790514997484,0.7848101265822784,0.21518987341772153,124,34,5,158,124,0.15881943702697754,0.05,,,,,1.366881031016972
1207,0.8,0.8263874082485029,0.8263874082485029,0.7426388086841216,136.3498289709456,1.7927461618979248,0.20725383810207526,1.0,0.0,98,0,5,98,98,0.2778254747390747,0.05,,,,,1.366881031016972
1208,0.6,0.6120538935082611,0.603351792930045,0.6120538935082611,95.10366753367559,1.5976517151063603,0.40234828489363983,1.0,0.0,68,0,7,68,68,0.36798006296157837,0.05,,,,,1.366881031016972
1209,1.5,1.4977442841536928,1.4977442841536928,1.463691287838192,55.843928720791766,0.20158806183959976,0.267547740629536,0.6172839506172839,0.38271604938271603,50,31,5,81,50,0.1817896068096161,0.05,,,,,1.366881031016972
1210,1.0,1.0364445825979727,1.0364445825979727,0.980771479199727,114.03614828226448,1.427928752893994,0.22424516014948426,0.9130434782608695,0.08695652173913043,84,8,4,92,84,0.08768457174301147,0.05,,,,,1.366881031016972
1211,1.2,1.205991555730817,1.205991555730817,1.165851405992398,85.56242541675012,1.1086484594320005,0.15061079982725872,0.8148148148148148,0.18518518518518517,66,15,8,81,66,0.12444684654474258,0.05,,,,,1.366881031016972
1212,1.0,0.9736478807527127,0.9736478807527127,0.9326639602958575,130.18930466202727,1.6332184615992236,0.20351623227832738,0.9591836734693877,0.04081632653061224,94,4,6,98,94,0.28224191069602966,0.05,,,,,1.366881031016972
1213,1.5,1.5603057786105763,1.5603057786105763,1.4803562647941657,118.87154451608046,0.3688471526632805,0.25535666899277043,0.6560509554140127,0.34394904458598724,103,54,5,157,103,0.21209348738193512,0.05,,,,,1.366881031016972
1214,0.6,0.6084457798524692,0.6084457798524692,0.5707605644736747,89.71190641631186,1.478824745708692,0.5211752542913081,1.0,0.0,64,0,5,64,64,0.15209048986434937,0.05,,,,,1.366881031016972
1215,1.5,1.4894928088554236,1.4894928088554236,1.4565678919541958,56.71733094142299,0.32430831612226774,0.11471607412163459,0.6097560975609756,0.3902439024390244,50,32,5,82,50,0.18418735265731812,0.05,,,,,1.366881031016972
1216,1.5,1.5658835633501242,1.5658835633501242,1.4685351876924335,64.79562364314661,0.6292593111221807,0.13997145810858846,0.6923076923076923,0.3076923076923077,54,24,8,78,54,0.15899032354354858,0.05,,,,,1.366881031016972
1217,0.6,0.628792080118845,0.628792080118845,0.5590330195621478,162.1588707588328,1.5988890290765883,0.4011109709234117,1.0,0.0,118,0,8,118,118,0.408761203289032,0.05,,,,,1.366881031016972
1218,0.6,0.6249759369237011,0.6249759369237011,0.6037150122515137,113.19997106078166,1.616470170509926,0.38352982949007397,1.0,0.0,82,0,4,82,82,0.20170021057128906,0.05,,,,,1.366881031016972
1219,1.2,1.2068921393755982,1.2068921393755982,1.1665637963008495,168.20993936646357,1.0750745860116457,0.16418921766933586,0.8098159509202454,0.1901840490797546,132,31,7,163,132,0.2076651155948639,0.05,,,,,1.366881031016972
1220,1.0,1.006158287695969,1.006158287695969,0.9749661635414197,172.85326137261873,1.439396768071357,0.22493889626430696,0.916083916083916,0.08391608391608392,131,12,8,143,131,0.09819331765174866,0.05,,,,,1.366881031016972
1221,0.8,0.8383738072897092,0.8383738072897092,0.7362122868346278,234.1393496298032,1.7287022687254612,0.27129773127453877,1.0,0.0,172,0,7,172,172,0.22108714282512665,0.05,,,,,1.366881031016972
1222,1.2,1.1974970203666593,1.1805049069801803,1.1974970203666593,176.2281162327022,1.0823805239175328,0.17343342957083924,0.813953488372093,0.18604651162790697,140,32,8,172,140,0.04609227553009987,0.05,,,,,1.366881031016972
1223,1.5,1.5407147581887184,1.5407147581887184,1.4831360303459766,148.60288268257295,0.5367878817997359,0.17220682719497304,0.6772486772486772,0.32275132275132273,128,61,6,189,128,0.3193421959877014,0.05,,,,,1.366881031016972
1224,1.2,1.2406157588711875,1.2406157588711875,1.1404163164168495,127.65465322827363,0.8009449455923612,0.3505702059227903,0.7878787878787878,0.21212121212121213,104,28,8,132,104,0.3282700181007385,0.05,,,,,1.366881031016972
1225,1.0,1.0096532266515277,1.0096532266515277,0.9517709582689214,72.38848709890433,1.359579483629013,0.23364085535403786,0.8983050847457628,0.1016949152542373,53,6,5,59,53,0.28372931480407715,0.05,,,,,1.366881031016972
1226,1.0,1.0427101783689867,1.0427101783689867,0.9739412241328046,189.16763142372608,1.3731277216449516,0.23181054995998682,0.9012345679012346,0.09876543209876543,146,16,4,162,146,0.14420168101787567,0.05,,,,,1.366881031016972
1227,0.6,0.6094633092818142,0.6094633092818142,0.5983019676506961,260.459994746632,1.4686131253846437,0.5313868746153563,1.0,0.0,196,0,6,196,196,0.05203087627887726,0.05,,,,,1.366881031016972
1228,1.2,1.2112729024339113,1.2112729024339113,1.135974131336645,72.8247301430115,0.9307597315003213,0.20437540363481366,0.7837837837837838,0.21621621621621623,58,16,7,74,58,0.0333971306681633,0.05,,,,,1.366881031016972
1229,1.2,1.2563664268660866,1.2563664268660866,1.1048836755147398,146.8747299794391,0.9461836118276441,0.14472547908144676,0.7727272727272727,0.22727272727272727,119,35,6,154,119,0.4425906538963318,0.05,,,,,1.366881031016972
1230,0.8,0.8372095397178915,0.8372095397178915,0.7997720964129076,85.90202813986039,1.6759642003425184,0.32403579965748164,1.0,0.0,61,0,6,61,61,0.03897790610790253,0.05,,,,,1.366881031016972
1231,0.6,0.5912905735787063,0.5912905735787063,0.5542455324098551,158.28162350210286,1.5639121556820095,0.4360878443179906,1.0,0.0,115,0,8,115,115,0.36903828382492065,0.05,,,,,1.366881031016972
1232,0.6,0.5958864678287112,0.5899024057187413,0.5958864678287112,224.08364861361824,1.5088553432697092,0.4911446567302909,1.0,0.0,166,0,6,166,166,0.10886530578136444,0.05,,,,,1.366881031016972
1233,0.6,0.5840473208408811,0.582052673889943,0.5840473208408811,252.47841582956923,1.5516588436795822,0.4483411563204179,1.0,0.0,185,0,8,185,185,0.19439975917339325,0.05,,,,,1.366881031016972
1234,0.6,0.6254159992064675,0.6254159992064675,0.6156740228082866,155.45198323105086,1.6330974279254282,0.3669025720745718,1.0,0.0,114,0,4,114,114,0.47487109899520874,0.05,,,,,1.366881031016972
1235,0.6,0.6210380448586208,0.6210380448586208,0.6081005817874555,202.3503679674054,1.575656346658453,0.42434365334154706,1.0,0.0,150,0,7,150,150,0.3883301019668579,0.05,,,,,1.366881031016972
1236,1.5,1.5100828228551322,1.4856198262285734,1.5100828228551322,101.1462069352115,0.502699587155785,0.1639670795108816,0.6666666666666666,0.3333333333333333,88,44,6,132,88,0.06021713465452194,0.05,,,,,1.366881031016972
1237,1.5,1.5366948048219555,1.5366948048219555,1.4555126250489974,91.98068421969447,0.298258507651473,0.14950268637837782,0.6119402985074627,0.3880597014925373,82,52,7,134,82,0.17656393349170685,0.05,,,,,1.366881031016972
1238,1.2,1.2147746866898934,1.2147746866898934,1.1088738927538406,83.47081026065716,0.40995787857664623,0.4249935777340335,0.7087378640776699,0.2912621359223301,73,30,5,103,73,0.47640442848205566,0.05,,,,,1.366881031016972
1239,1.5,1.5328205901053704,1.5328205901053704,1.5177407175443516,81.1160859804473,0.19835796417907603,0.1887388100144724,0.5967741935483871,0.4032258064516129,74,50,7,124,74,0.03336470574140549,0.05,,,,,1.366881031016972
1240,1.2,1.213402082539173,1.213402082539173,1.1702127659574468,157.7146316955727,0.8268532426516562,0.20204849145239012,0.7572254335260116,0.24277456647398843,131,42,5,173,131,0.5042742490768433,0.05,,,,,1.366881031016972
1241,1.5,1.5127436158843401,1.5127436158843401,1.3867964792969203,100.08101937905332,0.4008817514960641,0.22598392014572707,0.6567164179104478,0.34328358208955223,88,46,5,134,88,0.6883684396743774,0.05,,,,,1.366881031016972
1242,1.2,1.2232410189596292,1.2232410189596292,1.210003711858885,94.86547669606591,1.003858660576617,0.04564628991843245,0.7623762376237624,0.2376237623762376,77,24,4,101,77,0.05747435986995697,0.05,,,,,1.366881031016972
1243,0.6,0.611399596798827,0.611399596798827,0.5727246747891148,180.1255448418096,1.412525199428598,0.5874748005714019,1.0,0.0,134,0,6,134,134,0.5768941640853882,0.05,,,,,1.366881031016972
1244,1.5,1.5343082722571226,1.5343082722571226,1.5236896112618858,101.33566805839959,0.36033696205802934,0.2963794558524184,0.664179104477612,0.3358208955223881,89,45,6,134,89,0.6382241249084473,0.05,,,,,1.366881031016972
1245,1.2,1.2035126428571046,1.2035126428571046,1.1766121732216435,84.94177570411114,0.8017869598286459,0.27513611709443103,0.7692307692307693,0.23076923076923078,70,21,5,91,70,0.2511894702911377,0.05,,,,,1.366881031016972
1246,1.5,1.484555631654006,1.484555631654006,1.4174099346352367,55.85121763722736,0.5226255300357785,0.18159982207689743,0.676056338028169,0.323943661971831,48,23,5,71,48,0.27222931385040283,0.05,,,,,1.366881031016972
1247,1.2,1.1814292142541474,1.1814292142541474,1.1751330405074176,117.28932309120421,0.541364418448141,0.4292238168459767,0.7426470588235294,0.25735294117647056,101,35,8,136,101,0.14690661430358887,0.05,,,,,1.366881031016972
1248,0.6,0.5984675233059794,0.5974748050441949,0.5984675233059794,202.86930236599247,1.391567298539907,0.608432701460093,1.0,0.0,153,0,4,153,153,0.3440765142440796,0.05,,,,,1.366881031016972
1249,1.0,1.0062335535870077,1.0062335535870077,0.9798050454109168,86.21109969433549,0.9275293428477678,0.3895438278839393,0.8292682926829268,0.17073170731707318,68,14,6,82,68,0.1058909147977829,0.05,,,,,1.366881031016972
1250,0.6,0.6259929659339108,0.6259929659339108,0.5827539691978257,129.50407177561638,1.4095298827093252,0.5904701172906748,1.0,0.0,96,0,6,96,96,0.8875554800033569,0.05,,,,,1.366881031016972
1251,1.0,1.0290349774225218,1.0194624658936595,1.0290349774225218,116.31507594955377,1.12441999247618,0.37558000752382004,0.875,0.125,91,13,4,104,91,0.588355302810669,0.05,,,,,1.366881031016972
1252,1.0,0.997223313327737,0.997223313327737,0.9206715428430995,69.91998198685425,1.3704617067406293,0.27866110027691426,0.9122807017543859,0.08771929824561403,52,5,8,57,52,0.3519812226295471,0.05,,,,,1.366881031016972
1253,0.8,0.7966297758248305,0.7966297758248305,0.7685145750285094,235.87479860683146,1.6070359010329185,0.3929640989670815,1.0,0.0,177,0,8,177,177,0.2203226238489151,0.05,,,,,1.366881031016972
1254,1.2,1.2007369663144127,1.2007369663144127,1.115850924296268,149.84874882957908,0.4756558362232438,0.45616234559493785,0.7329545454545454,0.26704545454545453,129,47,5,176,129,0.38460007309913635,0.05,,,,,1.366881031016972
1255,1.2,1.2212112543580933,1.2212112543580933,1.1860469616298064,133.33552882769186,0.720173458668642,0.34831969201628943,0.7671232876712328,0.2328767123287671,112,34,6,146,112,0.21230486035346985,0.05,,,,,1.366881031016972
1256,0.8,0.8312410441117959,0.8024809606760579,0.8312410441117959,245.67804012804828,1.6117997162168138,0.3882002837831862,1.0,0.0,182,0,7,182,182,0.4980029761791229,0.05,,,,,1.366881031016972
1257,1.2,1.2514129749028164,1.2514129749028164,1.1706180220643838,118.71066031991677,0.5424183191854254,0.36405650095845965,0.7266187050359713,0.2733812949640288,101,38,7,139,101,0.06019413471221924,0.05,,,,,1.366881031016972
1258,1.0,1.0088814748685009,1.0088814748685009,0.9574436875106681,222.15445929374,1.2644303217320512,0.32106190624722325,0.8963730569948186,0.10362694300518134,173,20,7,193,173,0.09681732207536697,0.05,,,,,1.366881031016972
1259,1.2,1.2021033376543309,1.2021033376543309,1.1771912290940554,151.62632741225138,0.42988873365769276,0.44923214546318635,0.7197802197802198,0.2802197802197802,131,51,6,182,131,0.42146605253219604,0.05,,,,,1.366881031016972
1260,0.6,0.6136894055429778,0.6136894055429778,0.5953087299484646,113.92817739166358,1.3630203690605358,0.6369796309394642,1.0,0.0,85,0,5,85,85,0.2562418282032013,0.05,,,,,1.366881031016972
1261,1.2,1.2567341982640279,1.2567341982640279,1.2381671486363832,59.46425029292966,0.2560246396639211,0.39397536033607883,0.6625,0.3375,53,27,5,80,53,0.6730815172195435,0.05,,,,,1.366881031016972
1262,0.8,0.7838994558823726,0.7838994558823726,0.7747094302400123,231.52633261073274,1.5885579641331478,0.41144203586685235,1.0,0.0,175,0,7,175,175,0.3869789242744446,0.05,,,,,1.366881031016972
1263,1.0,1.0094203449363315,0.9895820174309604,1.0094203449363315,66.96142769426551,0.968820628685902,0.3436793713140979,0.828125,0.171875,53,11,5,64,53,0.11166181415319443,0.05,,,,,1.366881031016972
1264,0.8,0.7979710984593847,0.789288100485547,0.7979710984593847,95.41185943462659,1.6700873049869385,0.3299126950130614,1.0,0.0,69,0,8,69,69,0.5554535388946533,0.05,,,,,1.366881031016972
1265,1.0,1.0348021835426051,1.0348021835426051,0.9921404679156929,136.32945391659703,1.4056756618846005,0.24649825115887758,0.9130434782608695,0.08695652173913043,105,10,8,115,105,0.2198810875415802,0.05,,,,,1.366881031016972
1266,1.5,1.4916317401908694,1.4916317401908694,1.4684137580628418,84.12688506257383,-0.2481403957143974,0.3763455239195256,0.532051282051282,0.46794871794871795,83,73,6,156,83,0.44961804151535034,0.05,,,,,1.366881031016972
1267,1.2,1.2263989525490402,1.2263989525490402,1.210494594187069,74.10306262152753,0.7115435229898134,0.24083742939113895,0.7380952380952381,0.2619047619047619,62,22,7,84,62,0.30251410603523254,0.05,,,,,1.366881031016972
1268,1.2,1.2191287779875575,1.2094620939940732,1.2191287779875575,83.68214890246894,0.3939433235166745,0.4410081327940052,0.7087378640776699,0.2912621359223301,73,30,6,103,73,0.4805874228477478,0.05,,,,,1.366881031016972
1269,1.2,1.228166955680177,1.2002560481400897,1.228166955680177,159.00736456800473,0.6669428778124713,0.32206811119851764,0.7472527472527473,0.25274725274725274,136,46,6,182,136,0.7227997779846191,0.05,,,,,1.366881031016972
1270,0.6,0.5955400417428383,0.5901953430496077,0.5955400417428383,154.3809150344427,1.437149746987741,0.562850253012259,1.0,0.0,114,0,4,114,114,0.32930120825767517,0.05,,,,,1.366881031016972
1271,0.6,0.6009924251864408,0.6009924251864408,0.58957416508651,177.6909149162917,1.3301049813348178,0.6698950186651821,1.0,0.0,134,0,4,134,134,0.30459538102149963,0.05,,,,,1.366881031016972
1272,0.6,0.6165203337264666,0.6165203337264666,0.5983718443433069,264.59352682509996,1.4312531819936103,0.5687468180063897,1.0,0.0,200,0,8,200,200,0.4838133752346039,0.05,,,,,1.366881031016972
1273,1.5,1.5245331273867553,1.5245331273867553,1.4946153821546888,115.40843469323522,0.23717198104821946,0.2994133848054391,0.6341463414634146,0.36585365853658536,104,60,4,164,104,0.38018798828125,0.05,,,,,1.366881031016972
1274,0.6,0.612364106400754,0.612364106400754,0.593140329211081,99.5521872775827,1.4061693079175666,0.5938306920824334,1.0,0.0,73,0,8,73,73,0.478543221950531,0.05,,,,,1.366881031016972
1275,1.5,1.523417605237812,1.523417605237812,1.4377764277566987,142.80620528368286,0.49323834582725645,0.22415295852056982,0.6793478260869565,0.32065217391304346,125,59,5,184,125,0.28202447295188904,0.05,,,,,1.366881031016972
1276,0.6,0.6239316534619479,0.5827974439142367,0.6239316534619479,169.99077204007776,1.3701205614456557,0.6298794385543443,1.0,0.0,129,0,5,129,129,0.3034331798553467,0.05,,,,,1.366881031016972
1277,0.6,0.5848640467836875,0.5848640467836875,0.5557662972008266,255.2139601909282,1.310046291333911,0.6899537086660888,1.0,0.0,194,0,4,194,194,0.4886728525161743,0.05,,,,,1.366881031016972
1278,1.2,1.217016876993642,1.217016876993642,1.1651005208126037,160.78657755931732,0.9565340168925518,0.16772633813703386,0.7810650887573964,0.21893491124260356,132,37,8,169,132,0.18194936215877533,0.05,,,,,1.366881031016972
1279,0.6,0.6219678452680396,0.6116901942973751,0.6219678452680396,170.3767198492782,1.5676749377396262,0.4323250622603737,1.0,0.0,125,0,5,125,125,0.5153133273124695,0.05,,,,,1.366881031016972
1280,0.6,0.6173758030229634,0.5955382298733491,0.6173758030229634,98.42742838885425,1.4957189086032232,0.5042810913967768,1.0,0.0,72,0,8,72,72,0.37522536516189575,0.05,,,,,1.366881031016972
1281,1.0,1.0478454700521305,1.0478454700521305,1.0189338186798498,169.90900156200752,1.4378152219138953,0.20107366697499346,0.9097222222222222,0.09027777777777778,131,13,7,144,131,0.19709277153015137,0.05,,,,,1.366881031016972
1282,1.5,1.5636661472054714,1.5636661472054714,1.508907841525903,47.09572592944582,0.16888565667136846,0.3238679665170373,0.6231884057971014,0.37681159420289856,43,26,7,69,43,0.1761869639158249,0.05,,,,,1.366881031016972
1283,1.2,1.1843511793637698,1.1843511793637698,1.1336848774450499,156.91983551725386,0.7483778840650028,0.3339750571114678,0.7705882352941177,0.22941176470588234,131,39,8,170,131,0.16375747323036194,0.05,,,,,1.366881031016972
1284,0.8,0.8029492639567605,0.8029492639567605,0.7904371807171761,167.92292277061037,1.723643036151659,0.27635696384834085,1.0,0.0,125,0,4,125,125,0.49914711713790894,0.05,,,,,1.366881031016972
1285,0.6,0.5863462848120845,0.5863462848120845,0.5561989573143535,211.43591353773192,1.3948120989236037,0.6051879010763963,1.0,0.0,160,0,7,160,160,0.06123151257634163,0.05,,,,,1.366881031016972
1286,0.6,0.6119280796935933,0.6119280796935933,0.5615236648524559,150.124256261272,1.455846529353983,0.544153470646017,1.0,0.0,112,0,7,112,112,0.4272835850715637,0.05,,,,,1.366881031016972
1287,1.2,1.2535128010770327,1.2535128010770327,1.1808423082668984,124.05587465981975,0.9232771595444019,0.04075161743401521,0.7410071942446043,0.2589928057553957,103,36,4,139,103,0.4620945155620575,0.05,,,,,1.366881031016972
1288,1.5,1.4883250159248735,1.4883250159248735,1.468314550784604,82.52614951365965,0.07807500420356872,0.2730700339643701,0.5877862595419847,0.4122137404580153,77,54,4,131,77,0.2701650857925415,0.05,,,,,1.366881031016972
1289,0.8,0.8376697813312783,0.8376697813312783,0.8239818560717639,143.11800498232142,1.419255463822242,0.40375338573528013,0.9557522123893806,0.04424778761061947,108,5,6,113,108,0.0586731880903244,0.05,,,,,1.366881031016972
1290,1.0,0.9911197833161632,0.9911197833161632,0.9794046003722636,152.27908214608078,1.35092652166967,0.30532347833033013,0.9140625,0.0859375,117,11,6,128,117,0.4768750071525574,0.05,,,,,1.366881031016972
1291,0.8,0.7923794035810952,0.7923794035810952,0.7363874683700209,237.23417375850192,1.6909757214592056,0.3090242785407944,1.0,0.0,175,0,8,175,175,0.6168246865272522,0.05,,,,,1.366881031016972
1292,0.8,0.8043246182216844,0.8043246182216844,0.8012970142691556,76.06568528064334,1.555371293786416,0.3719014334863112,0.9818181818181818,0.01818181818181818,54,1,4,55,54,0.1172948032617569,0.05,,,,,1.366881031016972
1293,1.5,1.52943713727384,1.52943713727384,1.491041368363261,74.79981565182871,-0.27583213192701084,0.4072189932408795,0.5328467153284672,0.46715328467153283,73,64,8,137,73,0.34219443798065186,0.05,,,,,1.366881031016972
