episode,scenario_id,target_load,actual_load,memory_load,core_load,reward,objective,balance_score,success_rate,failure_rate,vgpu_success_rate,vgpu_failure_rate,allocated_count,failure_count,allocated_vgpu_count,failure_vgpu_count,total_vgpu_count,num_gpus,num_pods,steps,loss,epsilon,eval_objective,eval_balance_score,eval_success_rate,eval_failure_rate,eval_vgpu_success_rate,eval_vgpu_failure_rate,best_eval_objective
22,train-load-1.8-scenario-682,1.8,2.125,1.725,2.125,3.722425276183362,-0.8099504470763623,0.6561042932302086,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.5384615384615384,6,7,6,7,13,4,13,6,0.8472926616668701,0.8955869907338783,,,,,,,-1e+18
23,train-load-1.0-scenario-472,1.0,1.2,0.6,1.2,8.56077236774156,0.0,0.0,0.5,0.5,0.5,0.5,8,8,8,8,16,8,16,8,0.6619160771369934,0.8911090557802088,,,,,,,-1e+18
24,train-load-0.8-scenario-439,0.8,2.4,0.2,2.4,-1.015,-1.0,0.0,0.25,0.75,0.25,0.75,2,6,4,12,16,4,8,2,0.8644639253616333,0.8866535105013078,,,,,,,-1e+18
25,train-load-0.6-scenario-22,0.6,0.675,0.3375,0.675,28.282896445518475,1.6666927093506654,0.3333072906493346,1.0,0.0,1.0,0.0,17,0,17,0,17,8,17,17,0.8088804483413696,0.8822202429488013,,,,,,,-1e+18
26,train-load-1.8-scenario-692,1.8,2.125,1.2083333333333333,2.125,9.075475566357438,0.07266693443890515,0.3888715270995564,0.6153846153846154,0.38461538461538464,0.5238095238095238,0.47619047619047616,8,5,11,10,21,8,13,8,0.5999958515167236,0.8778091417340573,,,,,,,-1e+18
27,train-load-1.5-scenario-379,1.5,1.7857142857142858,1.4285714285714286,1.7857142857142858,15.739547398666419,0.2400000000000001,1.1102230246251565e-16,0.56,0.44,0.56,0.44,14,11,14,11,25,7,25,14,0.6998755931854248,0.8734200960253871,,,,,,,-1e+18
28,train-load-0.6-scenario-61,0.6,0.5,0.08333333333333333,0.5,15.667554352706784,1.4948185144590775,0.5051814855409225,1.0,0.0,1.0,0.0,8,0,8,0,8,8,8,8,0.9334801435470581,0.8690529955452602,,,,,,,-1e+18
29,train-load-0.8-scenario-432,0.8,0.65,0.2708333333333333,0.65,40.152522603337175,1.6319392033916136,0.3680607966083864,1.0,0.0,1.0,0.0,26,0,26,0,26,8,26,26,0.9833806753158569,0.8647077305675338,,,,,,,-1e+18
30,train-load-0.6-scenario-371,0.6,2.1333333333333333,1.0666666666666667,2.1333333333333333,1.6868629150101515,-0.5000000000000002,1.6653345369377348e-16,0.375,0.625,0.375,0.625,3,5,12,20,32,6,8,3,1.112971305847168,0.8603841919146962,,,,,,,-1e+18
31,train-load-0.6-scenario-15,0.6,1.1,0.625,1.1,12.035745449215172,1.0,0.5,0.875,0.125,0.8181818181818182,0.18181818181818182,7,1,9,2,11,5,8,7,1.0997918844223022,0.8560822709551227,,,,,,,-1e+18
32,train-load-1.5-scenario-560,1.5,1.3125,0.2625,1.3125,22.93294264740798,1.0476190476190474,0.0,0.7619047619047619,0.23809523809523808,0.7619047619047619,0.23809523809523808,16,5,16,5,21,4,21,16,0.8606389164924622,0.851801859600347,,,,,,,-1e+18
33,train-load-1.8-scenario-106,1.8,2.1666666666666665,2.1666666666666665,1.3083333333333333,3.426302719515964,-0.829198896687469,0.32919889668746904,0.375,0.625,0.4782608695652174,0.5217391304347826,6,10,11,12,23,6,16,6,1.2011675834655762,0.8475428503023453,,,,,,,-1e+18
34,train-load-0.8-scenario-110,0.8,1.0,0.3333333333333333,1.0,10.512366993183601,1.0,0.0,0.75,0.25,0.75,0.25,6,2,6,2,8,6,8,6,1.129323959350586,0.8433051360508336,,,,,,,-1e+18
35,train-load-0.8-scenario-62,0.8,0.56,0.23333333333333334,0.56,43.97735160114405,1.7082904793387017,0.29170952066129835,1.0,0.0,1.0,0.0,28,0,28,0,28,5,28,28,1.107481598854065,0.8390886103705794,,,,,,,-1e+18
36,train-load-0.6-scenario-758,0.6,1.6,1.6,1.0,3.8248673928995656,-0.19999999999999996,0.2,0.5,0.5,0.6,0.4,4,4,6,4,10,4,8,4,0.18379318714141846,0.8348931673187264,,,,,,,-1e+18
37,train-load-0.8-scenario-277,0.8,1.05,0.375,1.05,9.64346158590978,0.6666666666666665,0.33333333333333337,0.75,0.25,0.75,0.25,6,2,6,2,8,4,8,6,0.17903688549995422,0.8307187014821328,,,,,,,-1e+18
38,train-load-1.5-scenario-67,1.5,2.0,1.3333333333333333,2.0,4.533333333333333,0.0,0.0,0.5,0.5,0.5,0.5,4,4,8,8,16,4,8,4,0.7226731777191162,0.8265651079747222,,,,,,,-1e+18
39,train-load-1.0-scenario-660,1.0,0.56,0.4666666666666667,0.56,43.32544942052202,1.6803474108070173,0.31965258919298273,1.0,0.0,1.0,0.0,28,0,28,0,28,5,28,28,0.30794817209243774,0.8224322824348486,,,,,,,-1e+18
40,hard-job-4gpu-4pod-1vgpu,0.25,0.25,0.16666666666666666,0.25,12.08616454968463,2.0,0.0,1.0,0.0,1.0,0.0,4,0,4,0,4,4,4,4,0.6737099885940552,0.8183201210226743,,,,,,,-1e+18
41,train-load-0.6-scenario-788,0.6,0.7083333333333334,0.4305555555555556,0.7083333333333334,21.79061316987059,1.422371796046526,0.5776282039534738,1.0,0.0,1.0,0.0,13,0,13,0,13,6,13,13,1.5113173723220825,0.8142285204175609,,,,,,,-1e+18
42,train-load-1.5-scenario-382,1.5,1.3166666666666667,1.3166666666666667,1.07,23.13596173652807,0.6379885738159441,0.362011426184056,0.75,0.25,0.75,0.25,18,6,18,6,24,5,24,18,0.8034986257553101,0.810157377815473,,,,,,,-1e+18
43,train-load-1.5-scenario-618,1.5,1.8,1.8,1.5,9.731721295168224,0.0,0.0,0.5,0.5,0.5,0.5,9,9,18,18,36,6,18,9,1.2768815755844116,0.8061065909263957,,,,,,,-1e+18
44,train-load-0.8-scenario-472,0.8,0.6875,0.6875,0.275,19.427262611230837,1.5128206182523731,0.48717938174762687,1.0,0.0,1.0,0.0,11,0,11,0,11,8,11,11,0.8437400460243225,0.8020760579717637,,,,,,,-1e+18
45,train-load-0.8-scenario-483,0.8,4.0,0.8,4.0,-4.907645019878172,-1.9242640687119286,0.42426406871192857,0.125,0.875,0.125,0.875,1,7,4,28,32,6,8,1,0.8898401260375977,0.798065677681905,,,,,,,-1e+18
46,train-load-0.8-scenario-46,0.8,0.9166666666666666,0.18333333333333332,0.9166666666666666,20.4105179850855,1.776393202250021,0.22360679774997894,1.0,0.0,1.0,0.0,11,0,11,0,11,6,11,11,1.207137107849121,0.7940753492934954,,,,,,,-1e+18
47,train-load-0.8-scenario-732,0.8,1.4166666666666667,0.30833333333333335,1.4166666666666667,4.103466926299447,-0.13043729868748777,0.13043729868748774,0.5,0.5,0.5833333333333334,0.4166666666666667,4,4,7,5,12,6,8,4,1.5529334545135498,0.7901049725470279,,,,,,,-1e+18
48,train-load-1.0-scenario-549,1.0,0.8214285714285714,0.16428571428571428,0.8214285714285714,36.80077391152483,1.7900437363328705,0.20995626366712955,1.0,0.0,1.0,0.0,23,0,23,0,23,7,23,23,0.7478839159011841,0.7861544476842928,,,,,,,-1e+18
49,train-load-0.8-scenario-459,0.8,1.0,1.0,0.8,16.919734623505615,2.0,0.0,1.0,0.0,1.0,0.0,8,0,8,0,8,4,8,8,1.213644027709961,0.7822236754458713,,,,,,,-1e+18
50,train-load-0.6-scenario-297,0.6,0.72,0.45,0.72,17.663527863411012,1.74,0.26,1.0,0.0,1.0,0.0,9,0,9,0,9,5,9,9,2.1895649433135986,0.778312557068642,,,,,,,-1e+18
51,train-load-1.5-scenario-496,1.5,1.65,1.65,1.0875,18.48137230847947,0.37037037037037035,0.0,0.5925925925925926,0.4074074074074074,0.5925925925925926,0.4074074074074074,16,11,16,11,27,8,27,16,0.6451996564865112,0.7744209942832988,,,,,,,-1e+18
52,train-load-1.2-scenario-598,1.2,1.6,1.6,1.2,0.9770078207457222,-0.6885618083164127,0.18856180831641267,0.375,0.625,0.375,0.625,3,5,6,10,16,6,8,3,0.7251767516136169,0.7705488893118823,,,,,,,-1e+18
53,train-load-1.0-scenario-551,1.0,1.2,0.3,1.2,13.818098356470012,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,10,5,10,5,15,5,15,10,0.44014298915863037,0.7666961448653229,,,,,,,-1e+18
54,train-load-1.5-scenario-466,1.5,1.8333333333333333,1.1388888888888888,1.8333333333333333,15.325602854762566,0.01648255655761577,0.4183000521380364,0.6086956521739131,0.391304347826087,0.5666666666666667,0.43333333333333335,14,9,17,13,30,6,23,14,1.5597381591796875,0.7628626641409962,,,,,,,-1e+18
55,train-load-1.0-scenario-772,1.0,1.125,1.125,1.125,15.174571479978106,1.5555555555555554,0.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.1111111111111111,8,1,16,2,18,8,9,8,0.5487518310546875,0.7590483508202912,,,,,,,-1e+18
56,train-load-1.2-scenario-390,1.2,0.7,0.7,0.7,42.077370221312066,1.5527864045000421,0.4472135954999579,1.0,0.0,1.0,0.0,28,0,28,0,28,4,28,28,0.7791920900344849,0.7552531090661897,,,,,,,-1e+18
57,train-load-0.8-scenario-13,0.8,1.3875,0.4875,1.3875,3.983023360400308,-0.15000000000000002,0.15000000000000002,0.5,0.5,0.5,0.5,4,4,4,4,8,4,8,4,1.4163081645965576,0.7514768435208588,,,,,,,-1e+18
58,train-load-0.8-scenario-712,0.8,1.4666666666666666,1.4666666666666666,0.84,3.930155104307918,-0.17333333333333334,0.17333333333333328,0.5,0.5,0.5,0.5,4,4,6,6,12,5,8,4,0.8052539825439453,0.7477194593032545,,,,,,,-1e+18
59,train-load-1.5-scenario-414,1.5,1.8,1.2357142857142858,1.8,17.504161209158507,0.3602309788749689,0.24846467329894412,0.6521739130434783,0.34782608695652173,0.6521739130434783,0.34782608695652173,15,8,15,8,23,7,23,15,0.6887069344520569,0.7439808620067382,,,,,,,-1e+18
60,train-load-0.8-scenario-493,0.8,0.8285714285714286,0.6571428571428571,0.8285714285714286,22.034864278864074,1.5837565917579082,0.41624340824209183,1.0,0.0,1.0,0.0,13,0,13,0,13,7,13,13,1.837265968322754,0.7402609576967045,,,,,,,-1e+18
61,train-load-0.8-scenario-589,0.8,0.8333333333333334,0.8333333333333334,0.8,12.460322069612982,1.1416787544251177,0.35832124557488226,0.875,0.125,0.9,0.1,7,1,9,1,10,5,8,7,1.2657172679901123,0.736559652908221,,,,,,,-1e+18
62,train-load-0.6-scenario-427,0.6,0.6,0.4375,0.6,24.217572440592434,1.359972331327257,0.6400276686727431,1.0,0.0,1.0,0.0,15,0,15,0,15,8,15,15,1.3099523782730103,0.7328768546436799,,,,,,,-1e+18
63,train-load-1.8-scenario-366,1.8,2.0714285714285716,0.12142857142857143,2.0714285714285716,7.6426475185945995,-0.2784803480977823,0.16083328927425286,0.47058823529411764,0.5294117647058824,0.43478260869565216,0.5652173913043478,8,9,10,13,23,7,17,8,1.2121950387954712,0.7292124703704616,,,,,,,-1e+18
64,train-load-1.0-scenario-657,1.0,1.18125,0.575,1.18125,20.24651475876342,1.0343100259234919,0.25980762113533157,0.8235294117647058,0.17647058823529413,0.8235294117647058,0.17647058823529413,14,3,14,3,17,8,17,14,1.0509251356124878,0.7255664080186093,,,,,,,-1e+18
65,train-load-0.6-scenario-362,0.6,2.725,1.85,2.725,-1.075,-1.0,0.0,0.25,0.75,0.26666666666666666,0.7333333333333333,2,6,4,11,15,4,8,2,1.0453224182128906,0.7219385759785162,,,,,,,-1e+18
66,train-load-1.2-scenario-603,1.2,1.5,0.25,1.5,6.995133813252472,0.3917468245269451,0.10825317547305482,0.625,0.375,0.625,0.375,5,3,5,3,8,4,8,5,0.82819002866745,0.7183288830986236,,,,,,,-1e+18
67,train-load-0.8-scenario-115,0.8,0.96,0.16,0.96,7.500828574404141,0.5,0.0,0.625,0.375,0.625,0.375,5,3,5,3,8,5,8,5,1.3711062669754028,0.7147372386831305,,,,,,,-1e+18
68,train-load-1.0-scenario-496,1.0,1.1785714285714286,0.7857142857142857,1.1785714285714286,9.64263273247414,0.5454545454545454,0.0,0.6363636363636364,0.36363636363636365,0.6363636363636364,0.36363636363636365,7,4,7,4,11,7,11,7,0.5955458879470825,0.7111635524897149,,,,,,,-1e+18
69,train-load-1.5-scenario-105,1.5,1.58,1.46,1.58,15.468980406980709,0.37552930388193784,0.2244706961180623,0.65,0.35,0.65,0.35,13,7,13,7,20,5,20,13,0.9004359841346741,0.7076077347272662,,,,,,,-1e+18
70,train-load-1.2-scenario-77,1.2,1.5,1.25,1.5,9.205965881556565,0.1333333333333333,0.0,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.4666666666666667,8,7,16,14,30,8,15,8,0.7676891684532166,0.7040696960536299,,,,,,,-1e+18
71,train-load-1.0-scenario-645,1.0,1.125,0.45,1.125,25.376385276478878,1.5555555555555554,0.0,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.1111111111111111,16,2,16,2,18,4,18,16,0.559062123298645,0.7005493475733617,,,,,,,-1e+18
72,train-hard-4gpu-8pod-1vgpu,0.5,0.5,0.3333333333333333,0.5,15.753382222501417,1.489689636920171,0.5103103630798288,1.0,0.0,1.0,0.0,8,0,8,0,8,4,8,8,1.3816518783569336,0.697046600835495,,,,,,,-1e+18
73,train-load-1.2-scenario-702,1.2,1.5,0.25,1.5,3.008756443470179,-0.3999999999999999,0.0,0.4,0.6,0.4,0.6,4,6,4,6,10,4,10,4,0.9481996893882751,0.6935613678313175,,,,,,,-1e+18
74,train-load-0.6-scenario-589,0.6,2.025,1.725,2.025,6.828878406783227,0.2834936490538904,0.21650635094610965,0.625,0.375,0.5384615384615384,0.46153846153846156,5,3,7,6,13,4,8,5,1.192796230316162,0.6900935609921609,,,,,,,-1e+18
75,train-load-1.8-scenario-599,1.8,2.2,0.44,2.2,4.663758075601906,-0.18181818181818177,0.0,0.45454545454545453,0.5454545454545454,0.45454545454545453,0.5454545454545454,5,6,5,6,11,5,11,5,0.5204353928565979,0.6866430931872001,,,,,,,-1e+18
76,train-load-1.2-scenario-606,1.2,1.5,1.5,0.375,9.296469891554795,0.1333333333333333,0.0,0.5333333333333333,0.4666666666666667,0.5333333333333333,0.4666666666666667,8,7,8,7,15,4,15,8,1.1303207874298096,0.6832098777212641,,,,,,,-1e+18
77,train-load-1.2-scenario-200,1.2,1.4444444444444444,1.4444444444444444,0.5416666666666666,5.875759487341378,-0.15384615384615385,1.1102230246251565e-16,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.5384615384615384,6,7,6,7,13,6,13,6,1.1321419477462769,0.6797938283326578,,,,,,,-1e+18
78,train-load-0.6-scenario-97,0.6,0.5,0.4166666666666667,0.5,23.813875320130343,1.2440973019700956,0.7559026980299044,1.0,0.0,1.0,0.0,15,0,15,0,15,6,15,15,1.3446273803710938,0.6763948591909945,,,,,,,-1e+18
79,train-load-0.8-scenario-24,0.8,0.8,0.25,0.8,16.454915139949392,1.7690598923241496,0.23094010767585033,1.0,0.0,1.0,0.0,8,0,12,0,12,8,8,8,0.6485925912857056,0.6730128848950395,,,,,,,-1e+18
80,train-load-1.8-scenario-372,1.8,2.15,1.175,2.15,0.7901923788646681,-0.9333333333333332,0.0,0.26666666666666666,0.7333333333333333,0.26666666666666666,0.7333333333333333,4,11,4,11,15,4,15,4,1.2570178508758545,0.6696478204705644,,,,,,,-1e+18
81,train-load-1.0-scenario-107,1.0,0.8666666666666667,0.8666666666666667,0.74,18.16344799335813,1.6312789790968631,0.36872102090313696,1.0,0.0,1.0,0.0,10,0,10,0,10,5,10,10,1.1252491474151611,0.6662995813682115,,,,,,,-1e+18
82,train-load-0.8-scenario-91,0.8,0.6666666666666666,0.6666666666666666,0.5714285714285714,15.849679805681903,1.324213394950131,0.6757866050498691,1.0,0.0,1.0,0.0,9,0,9,0,9,7,9,9,0.4860265851020813,0.6629680834613705,,,,,,,-1e+18
83,train-load-1.2-scenario-268,1.2,1.3714285714285714,1.0,1.3714285714285714,11.829986258713983,0.4279747771184632,0.5720252228815368,0.75,0.25,0.6666666666666666,0.3333333333333333,9,3,12,6,18,7,12,9,1.2470993995666504,0.6596532430440636,,,,,,,-1e+18
84,train-load-0.6-scenario-71,0.6,1.5,1.5,0.7,10.324936382556007,0.9646446609406727,0.03535533905932737,0.75,0.25,0.6666666666666666,0.3333333333333333,6,2,8,4,12,4,8,6,1.2092822790145874,0.6563549768288433,,,,,,,-1e+18
85,train-load-1.2-scenario-783,1.2,1.5,1.25,1.5,7.321783002346231,-0.5718982719938341,0.3718982719938341,0.45,0.55,0.56,0.44,9,11,14,11,25,7,20,9,1.1292064189910889,0.653073201944699,,,,,,,-1e+18
86,train-load-1.2-scenario-365,1.2,1.4666666666666666,0.55,1.4666666666666666,13.582133761832836,0.18181818181818177,1.1102230246251565e-16,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.45454545454545453,12,10,12,10,22,6,22,12,1.7026352882385254,0.6498078359349755,,,,,,,-1e+18
87,train-load-1.0-scenario-330,1.0,1.1875,1.1875,0.725,19.990652927034017,0.514707600057116,0.3943833090337932,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.2727272727272727,16,6,16,6,22,8,22,16,1.088984727859497,0.6465587967553006,,,,,,,-1e+18
88,train-load-1.2-scenario-789,1.2,1.5,1.5,1.3375,8.007584891965159,0.3999999999999999,0.0,0.6,0.4,0.6153846153846154,0.38461538461538464,6,4,8,5,13,4,10,6,1.3624117374420166,0.6433260027715241,,,,,,,-1e+18
89,train-load-0.8-scenario-522,0.8,1.6285714285714286,0.6928571428571428,1.6285714285714286,5.333729620944624,-0.12328571753151685,0.6232857175315168,0.625,0.375,0.5384615384615384,0.46153846153846156,5,3,7,6,13,7,8,5,1.0788742303848267,0.6401093727576664,,,,,,,-1e+18
90,train-load-1.0-scenario-127,1.0,1.1875,0.2916666666666667,1.1875,9.968270963777808,0.819578040878242,0.18042195912175807,0.75,0.25,0.7142857142857143,0.2857142857142857,6,2,10,4,14,8,8,6,0.7408856749534607,0.6369088258938781,,,,,,,-1e+18
91,hard-job-4gpu-4pod-2vgpu,0.25,0.25,0.16666666666666666,0.25,11.297122911365149,1.7448448184600855,0.25515518153991434,1.0,0.0,1.0,0.0,4,0,8,0,8,4,4,4,0.9717284440994263,0.6337242817644086,,,,,,,-1e+18
92,train-load-1.0-scenario-617,1.0,1.2,0.88,1.2,13.898833502560525,0.6611836777202029,0.19595917942265426,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,10,4,10,4,14,5,14,10,0.9808453321456909,0.6305556603555866,,,,,,,-1e+18
93,train-load-0.6-scenario-639,0.6,1.125,0.675,1.125,9.032013433742728,0.5834936490538905,0.41650635094610966,0.75,0.25,0.75,0.25,6,2,6,2,8,4,8,6,0.6872540712356567,0.6274028820538087,,,,,,,-1e+18
94,train-load-0.8-scenario-321,0.8,2.6666666666666665,1.0666666666666667,2.6666666666666665,1.5360134683570221,-0.5,5.551115123125783e-17,0.375,0.625,0.375,0.625,3,5,6,10,16,6,8,3,1.2838952541351318,0.6242658676435396,,,,,,,-1e+18
95,train-load-0.8-scenario-47,0.8,1.0,1.0,0.4,17.318517937574242,2.0,0.0,1.0,0.0,1.0,0.0,8,0,8,0,8,4,8,8,0.9957377910614014,0.6211445383053219,,,,,,,-1e+18
96,train-load-0.6-scenario-593,0.6,0.4,0.3333333333333333,0.4,44.57596744653557,1.830266315041699,0.16973368495830107,1.0,0.0,1.0,0.0,28,0,28,0,28,7,28,28,0.6778010725975037,0.6180388156137953,,,,,,,-1e+18
97,train-load-0.8-scenario-702,0.8,0.9285714285714286,0.7428571428571429,0.9285714285714286,23.47286280400185,1.7967107218463185,0.20328927815368156,1.0,0.0,1.0,0.0,13,0,26,0,26,7,13,13,1.1151998043060303,0.6149486215357263,,,,,,,-1e+18
98,train-load-0.6-scenario-551,0.6,0.5,0.2,0.5,18.73802835818593,1.5271374460072678,0.47286255399273225,1.0,0.0,1.0,0.0,10,0,10,0,10,5,10,10,1.5100775957107544,0.6118738784280476,,,,,,,-1e+18
99,train-load-0.6-scenario-365,0.6,0.88,0.6,0.88,16.92102027827648,1.9251668522645211,0.0748331477354788,1.0,0.0,1.0,0.0,8,0,10,0,10,5,8,8,0.9944891929626465,0.6088145090359074,,,,,,,-1e+18
100,train-load-1.8-scenario-684,1.8,2.24,1.1333333333333333,2.24,3.1887632200355864,-0.8829890331987472,0.4829890331987473,0.4,0.6,0.42105263157894735,0.5789473684210527,6,9,8,11,19,5,15,6,1.1617863178253174,0.6057704364907278,0.654774746855994,0.1833603624805344,0.709533777334132,0.2904662226658679,0.699602336237811,0.30039766376218907,0.654774746855994
101,train-load-0.8-scenario-630,0.8,1.125,0.3541666666666667,1.125,12.858726797591117,1.2474092572295388,0.25259074277046123,0.875,0.125,0.875,0.125,7,1,7,1,8,4,8,7,0.9828423857688904,0.6027415843082742,,,,,,,0.654774746855994
102,train-hard-4gpu-4pod-2vgpu,0.25,0.25,0.16666666666666666,0.25,11.686928812542302,1.8526860872528026,0.1473139127471974,1.0,0.0,1.0,0.0,4,0,8,0,8,4,4,4,0.8503461480140686,0.5997278763867329,,,,,,,0.654774746855994
103,train-load-0.8-scenario-600,0.8,0.9583333333333334,0.3194444444444444,0.9583333333333334,36.52576104716823,1.8757740012500117,0.12422599874998831,1.0,0.0,1.0,0.0,23,0,23,0,23,6,23,23,1.0351811647415161,0.5967292370047992,,,,,,,0.654774746855994
