episode,reward,balance_score,loss,epsilon,steps,allocated_count,success_rate,train_batch_id,eval_balance_score,eval_success_rate,best_eval_score,best_eval_success,best_episode
25,13.175472495007725,0.4654478643870177,0.38192665576934814,0.8822202429488013,20,20,1.0,24,,,,,
26,19.610951283727214,0.20667516079320353,0.4676767885684967,0.8778091417340573,20,20,1.0,25,,,,,
27,18.79290623602718,0.3345808832140357,0.21049758791923523,0.8734200960253871,20,20,1.0,26,,,,,
28,18.963209060500972,0.22102595459286917,0.2599751353263855,0.8690529955452602,20,20,1.0,27,,,,,
29,17.7761751428372,0.12238208841577591,0.30263814330101013,0.8647077305675338,20,20,1.0,28,,,,,
30,19.764806440375498,0.4942272293798736,0.18859463930130005,0.8603841919146962,20,20,1.0,29,,,,,
31,15.608907209220913,0.4108533667952201,0.08143065124750137,0.8560822709551227,20,20,1.0,30,,,,,
32,18.301261960198623,0.2888354453719303,0.06268086284399033,0.851801859600347,20,20,1.0,31,,,,,
33,18.86788797090893,0.22221697320285277,0.042093705385923386,0.8475428503023453,20,20,1.0,32,,,,,
34,19.789000518862203,0.27862664273651105,0.10349415242671967,0.8433051360508336,20,20,1.0,33,,,,,
35,19.82704171092187,0.34843907473172986,0.07863226532936096,0.8390886103705794,20,20,1.0,34,,,,,
36,17.845045483504208,0.19434487903226594,0.08058416843414307,0.8348931673187264,20,20,1.0,35,,,,,
37,17.465441361268596,0.16510061962477282,0.15825513005256653,0.8307187014821328,20,20,1.0,36,,,,,
38,18.62431947452388,0.26970621143880125,0.11241278052330017,0.8265651079747222,20,20,1.0,37,,,,,
39,19.81049096127249,0.06285393610547094,0.10164111107587814,0.8224322824348486,20,20,1.0,38,,,,,
40,13.933955417179805,0.3488330061620846,0.13014160096645355,0.8183201210226743,20,20,1.0,39,,,,,
41,15.784051042557694,0.24158136294884203,0.38958680629730225,0.8142285204175609,20,20,1.0,40,,,,,
42,18.138140144517955,0.2673162280548178,0.3927185535430908,0.810157377815473,20,20,1.0,41,,,,,
43,15.202514568946501,0.25273330825643003,0.18257302045822144,0.8061065909263957,20,20,1.0,42,,,,,
44,19.342642294176294,0.13676092425480488,0.1696581393480301,0.8020760579717637,20,20,1.0,43,,,,,
45,17.52366177066387,0.36920418252650083,0.1751910150051117,0.798065677681905,20,20,1.0,44,,,,,
46,17.365873539371577,0.10129151312573226,0.16413411498069763,0.7940753492934954,19,19,0.95,45,,,,,
47,17.75080382537665,0.3856211385926205,0.13359668850898743,0.7901049725470279,20,20,1.0,46,,,,,
48,17.983788660312225,0.19985394167694995,0.09377017617225647,0.7861544476842928,20,20,1.0,47,,,,,
49,19.36716787006147,0.3448249468288135,0.09067177027463913,0.7822236754458713,20,20,1.0,48,,,,,
50,19.032644963265675,0.17594070896098796,0.030705956742167473,0.778312557068642,20,20,1.0,49,,,,,
51,18.826523903805352,0.2141918032506102,0.010339328087866306,0.7744209942832988,20,20,1.0,50,,,,,
52,17.343577397962797,0.33957220852653525,0.016331855207681656,0.7705488893118823,20,20,1.0,51,,,,,
53,19.41333567383632,0.252803741526471,0.011978253722190857,0.7666961448653229,20,20,1.0,52,,,,,
54,18.12685929425248,0.2926306624854241,0.02053166925907135,0.7628626641409962,20,20,1.0,53,,,,,
55,19.59615599933907,0.21213203435596428,0.034815602004528046,0.7590483508202912,20,20,1.0,54,,,,,
56,19.386100240442676,0.3787700700017567,0.02972475066781044,0.7552531090661897,20,20,1.0,55,,,,,
57,17.105453186117767,0.1924901793230046,0.060412317514419556,0.7514768435208588,20,20,1.0,56,,,,,
58,19.655518445448806,0.043212081072511246,0.07476209104061127,0.7477194593032545,20,20,1.0,57,,,,,
59,19.00773584213433,0.164005622958384,0.04690491035580635,0.7439808620067382,20,20,1.0,58,,,,,
60,19.759101976070916,0.3496250195866818,0.02431435137987137,0.7402609576967045,20,20,1.0,59,,,,,
61,18.500638044708126,0.26603543314970834,0.17839668691158295,0.736559652908221,20,20,1.0,60,,,,,
62,19.039584448864883,0.2632008574416594,0.20604208111763,0.7328768546436799,20,20,1.0,61,,,,,
63,19.798692849162297,0.20346799135010482,0.1866631954908371,0.7292124703704616,20,20,1.0,62,,,,,
64,18.636601763233585,0.1749939460377667,0.25196999311447144,0.7255664080186093,20,20,1.0,63,,,,,
65,20.013010708682682,0.1669379100723433,0.20377852022647858,0.7219385759785162,19,19,0.95,64,,,,,
66,16.978896456196022,0.23581129774342757,0.18945276737213135,0.7183288830986236,20,20,1.0,65,,,,,
67,17.90731446408941,0.4927135870156949,0.1762479841709137,0.7147372386831305,20,20,1.0,66,,,,,
68,16.56514772514062,0.36970731034314064,0.14779797196388245,0.7111635524897149,20,20,1.0,67,,,,,
69,18.909201299764383,0.1046255135928394,0.04266909509897232,0.7076077347272662,20,20,1.0,68,,,,,
70,15.509173741397277,0.454823442230938,0.052606768906116486,0.7040696960536299,20,20,1.0,69,,,,,
71,17.226812524144925,0.18429119163609334,0.02324848063290119,0.7005493475733617,20,20,1.0,70,,,,,
72,16.483961734535143,0.3080101598635004,0.018411636352539062,0.697046600835495,20,20,1.0,71,,,,,
73,17.98568973580591,0.19362920612581125,0.02151852659881115,0.6935613678313175,20,20,1.0,72,,,,,
74,19.2275082943628,0.334533038490239,0.017370998859405518,0.6900935609921609,20,20,1.0,73,,,,,
75,16.323702357134106,0.25877950677582895,0.032777339220047,0.6866430931872001,20,20,1.0,74,,,,,
76,18.372863157554082,0.4121603795755092,0.06117823347449303,0.6832098777212641,20,20,1.0,75,,,,,
77,18.833081698601518,0.1807050663032288,0.06742479652166367,0.6797938283326578,20,20,1.0,76,,,,,
78,18.982279153417025,0.2549090657530208,0.045905761420726776,0.6763948591909945,20,20,1.0,77,,,,,
79,18.03440343694683,0.20094950854761456,0.060459285974502563,0.6730128848950395,20,20,1.0,78,,,,,
80,18.64569749501624,0.14436376792542438,0.022735653445124626,0.6696478204705644,19,19,0.95,79,,,,,
81,16.180225203395654,0.5607597737861392,0.1903264820575714,0.6662995813682115,20,20,1.0,80,,,,,
82,19.1274571020963,0.3404906612440757,0.19788512587547302,0.6629680834613705,20,20,1.0,81,,,,,
83,17.42149622347211,0.3366642487554839,0.2211742103099823,0.6596532430440636,20,20,1.0,82,,,,,
84,19.414223147093168,0.23516839197725076,0.19238673150539398,0.6563549768288433,20,20,1.0,83,,,,,
85,18.565360671615675,0.292541995859056,0.15804466605186462,0.653073201944699,20,20,1.0,84,,,,,
86,16.10187440165126,0.2883683048305407,0.17727918922901154,0.6498078359349755,20,20,1.0,85,,,,,
87,17.848844758082187,0.419232243195896,0.11772461980581284,0.6465587967553006,20,20,1.0,86,,,,,
88,17.571065084941402,0.4974395908144715,0.11992911994457245,0.6433260027715241,20,20,1.0,87,,,,,
89,18.707098930279535,0.3523629373217505,0.09119445085525513,0.6401093727576664,20,20,1.0,88,,,,,
90,18.41726772852139,0.18265579784996314,0.029013413935899734,0.6369088258938781,20,20,1.0,89,,,,,
91,18.788144553705038,0.2061215795376764,0.02867991104722023,0.6337242817644086,20,20,1.0,90,,,,,
92,19.035135433252176,0.3965904066127721,0.010930946096777916,0.6305556603555866,20,20,1.0,91,,,,,
93,18.641911214664002,0.25864262449839714,0.042355962097644806,0.6274028820538087,20,20,1.0,92,,,,,
94,16.906017075469826,0.28446832209689765,0.02944939397275448,0.6242658676435396,20,20,1.0,93,,,,,
95,18.667628266050492,0.4318850141083125,0.05340445414185524,0.6211445383053219,20,20,1.0,94,,,,,
96,18.952639003920538,0.40189901709522907,0.03264635056257248,0.6180388156137953,20,20,1.0,95,,,,,
97,19.3248069303501,0.3528919651263234,0.130946084856987,0.6149486215357263,20,20,1.0,96,,,,,
98,20.16786837622858,0.22865684030285194,0.08886061608791351,0.6118738784280476,20,20,1.0,97,,,,,
99,20.21116271000772,0.1901590296657425,0.10543704777956009,0.6088145090359074,20,20,1.0,98,,,,,
100,20.8877404031782,0.21375764397824287,0.019098937511444092,0.6057704364907278,20,20,1.0,99,0.31813167535570286,0.9974999999999999,0.31813167535570286,0.9974999999999999,100
101,19.003524056536698,0.3240474449255741,0.14466209709644318,0.6027415843082742,20,20,1.0,100,,,0.31813167535570286,0.9974999999999999,100
102,20.44637347075197,0.29379183915874585,0.21465268731117249,0.5997278763867329,20,20,1.0,101,,,0.31813167535570286,0.9974999999999999,100
103,17.92370861976913,0.25655723491118376,0.22086355090141296,0.5967292370047992,20,20,1.0,102,,,0.31813167535570286,0.9974999999999999,100
104,21.150419354162967,0.19533955148923743,0.17649516463279724,0.5937455908197752,20,20,1.0,103,,,0.31813167535570286,0.9974999999999999,100
105,20.396592557354126,0.24409510846141863,0.16449816524982452,0.5907768628656763,20,20,1.0,104,,,0.31813167535570286,0.9974999999999999,100
106,19.49653404100706,0.42741323425783695,0.2183276116847992,0.5878229785513479,20,20,1.0,105,,,0.31813167535570286,0.9974999999999999,100
107,21.26244392136163,0.21695904598205468,0.09103767573833466,0.5848838636585911,20,20,1.0,106,,,0.31813167535570286,0.9974999999999999,100
108,19.57812581686957,0.2852921445034954,0.17335590720176697,0.5819594443402982,20,20,1.0,107,,,0.31813167535570286,0.9974999999999999,100
109,21.50628049264698,0.10999438818457404,0.06594020873308182,0.5790496471185967,20,20,1.0,108,,,0.31813167535570286,0.9974999999999999,100
110,19.322183986673185,0.1814000522380379,0.05722860246896744,0.5761543988830038,20,20,1.0,109,,,0.31813167535570286,0.9974999999999999,100
111,19.96630088169462,0.3765020595746117,0.06753837317228317,0.5732736268885887,20,20,1.0,110,,,0.31813167535570286,0.9974999999999999,100
112,20.936603546483916,0.12570787221094182,0.053771842271089554,0.5704072587541458,20,20,1.0,111,,,0.31813167535570286,0.9974999999999999,100
113,20.349437226721875,0.19362920612581125,0.28058117628097534,0.567555222460375,20,20,1.0,112,,,0.31813167535570286,0.9974999999999999,100
114,20.502209066575546,0.23143164371519648,0.10369529575109482,0.5647174463480732,20,20,1.0,113,,,0.31813167535570286,0.9974999999999999,100
115,20.13769041496631,0.23921166824012202,0.135365292429924,0.5618938591163328,20,20,1.0,114,,,0.31813167535570286,0.9974999999999999,100
116,20.33455573949974,0.2560916089371251,0.06486132740974426,0.5590843898207511,20,20,1.0,115,,,0.31813167535570286,0.9974999999999999,100
117,21.23803934511277,0.2341190316521117,0.09454913437366486,0.5562889678716474,20,20,1.0,116,,,0.31813167535570286,0.9974999999999999,100
118,21.16757597545421,0.2656502894705357,0.0229632668197155,0.5535075230322891,20,20,1.0,117,,,0.31813167535570286,0.9974999999999999,100
119,19.566951876489288,0.12765420000642397,0.11004257202148438,0.5507399854171277,20,20,1.0,118,,,0.31813167535570286,0.9974999999999999,100
120,21.14354203888955,0.18294117121850484,0.04389007389545441,0.547986285490042,20,20,1.0,119,,,0.31813167535570286,0.9974999999999999,100
121,20.848306795534896,0.2299187679057155,0.1810198724269867,0.5452463540625918,20,20,1.0,120,,,0.31813167535570286,0.9974999999999999,100
122,20.273947637568433,0.114328420151426,0.20539939403533936,0.5425201222922789,20,20,1.0,121,,,0.31813167535570286,0.9974999999999999,100
123,20.526247944395006,0.08642416214502249,0.23745974898338318,0.5398075216808175,20,20,1.0,122,,,0.31813167535570286,0.9974999999999999,100
124,20.336788893073297,0.20652777196345534,0.17247989773750305,0.5371084840724134,20,20,1.0,123,,,0.31813167535570286,0.9974999999999999,100
125,19.709260520084058,0.2317738893889239,0.1030317097902298,0.5344229416520513,20,20,1.0,124,,,0.31813167535570286,0.9974999999999999,100
126,20.500252397229186,0.17544204710929806,0.16533933579921722,0.531750826943791,20,20,1.0,125,,,0.31813167535570286,0.9974999999999999,100
127,20.436587444957333,0.1547076970880099,0.10344479978084564,0.5290920728090721,20,20,1.0,126,,,0.31813167535570286,0.9974999999999999,100
128,20.166652246817584,0.1832009282720572,0.1935318559408188,0.5264466124450268,20,20,1.0,127,,,0.31813167535570286,0.9974999999999999,100
129,17.52669683418125,0.28765492764252565,0.04507287219166756,0.5238143793828016,20,20,1.0,128,,,0.31813167535570286,0.9974999999999999,100
130,20.405635848883698,0.20427529234278044,0.103519968688488,0.5211953074858876,20,20,1.0,129,,,0.31813167535570286,0.9974999999999999,100
131,19.661088650094342,0.12238208841577596,0.23999997973442078,0.5185893309484582,19,19,0.95,130,,,0.31813167535570286,0.9974999999999999,100
132,20.79841441468134,0.13676092425480488,0.09232742339372635,0.5159963842937159,20,20,1.0,131,,,0.31813167535570286,0.9974999999999999,100
133,20.709889828851463,0.12765420000642397,0.015293683856725693,0.5134164023722473,20,20,1.0,132,,,0.31813167535570286,0.9974999999999999,100
134,20.93144717184327,0.16525415543885205,0.06250227987766266,0.510849320360386,20,20,1.0,133,,,0.31813167535570286,0.9974999999999999,100
135,20.323604804094522,0.250608443429208,0.035945769399404526,0.5082950737585841,20,20,1.0,134,,,0.31813167535570286,0.9974999999999999,100
136,20.478129376582757,0.09279229275157992,0.11593911051750183,0.5057535983897912,20,20,1.0,135,,,0.31813167535570286,0.9974999999999999,100
137,21.189134744063406,0.16301394281700338,0.03153835982084274,0.5032248303978422,20,20,1.0,136,,,0.31813167535570286,0.9974999999999999,100
138,20.243796827702546,0.1547076970880099,0.03920384868979454,0.500708706245853,20,20,1.0,137,,,0.31813167535570286,0.9974999999999999,100
139,19.323947139403487,0.09910791578429679,0.03579893708229065,0.4982051627146237,20,20,1.0,138,,,0.31813167535570286,0.9974999999999999,100
140,20.530736360949135,0.10129151312573222,0.15612462162971497,0.49571413690105054,20,20,1.0,139,,,0.31813167535570286,0.9974999999999999,100
141,21.765862806861705,0.09035253315161446,0.07988327741622925,0.4932355662165453,20,20,1.0,140,,,0.31813167535570286,0.9974999999999999,100
142,21.226781262798895,0.082002811479192,0.08132947236299515,0.4907693883854626,20,20,1.0,141,,,0.31813167535570286,0.9974999999999999,100
143,21.301920266925745,0.10473136899064336,0.12498314678668976,0.4883155414435353,20,20,1.0,142,,,0.31813167535570286,0.9974999999999999,100
144,21.221241542855175,0.1587426037644533,0.21593141555786133,0.4858739637363176,20,20,1.0,143,,,0.31813167535570286,0.9974999999999999,100
145,20.0506328404036,0.18891858597026695,0.04553947597742081,0.483444593917636,20,20,1.0,144,,,0.31813167535570286,0.9974999999999999,100
146,21.747331587797436,0.09975039414526525,0.0525856614112854,0.4810273709480478,20,20,1.0,145,,,0.31813167535570286,0.9974999999999999,100
147,21.173508625286324,0.15867595924414415,0.17453822493553162,0.47862223409330756,20,20,1.0,146,,,0.31813167535570286,0.9974999999999999,100
148,19.179203006219904,0.12472191289246475,0.2480771690607071,0.47622912292284103,18,18,0.9,147,,,0.31813167535570286,0.9974999999999999,100
149,20.940485188934822,0.15302504030385689,0.07800473272800446,0.4738479773082268,20,20,1.0,148,,,0.31813167535570286,0.9974999999999999,100
150,21.810280423438872,0.1508753195998232,0.11484205722808838,0.47147873742168567,20,20,1.0,149,,,0.31813167535570286,0.9974999999999999,100
151,20.031935721380247,0.19362920612581125,0.04260743409395218,0.46912134373457726,20,20,1.0,150,,,0.31813167535570286,0.9974999999999999,100
152,21.024140984432805,0.15087531959982314,0.11859483271837234,0.46677573701590436,20,20,1.0,151,,,0.31813167535570286,0.9974999999999999,100
153,20.749111794206687,0.19759315923348147,0.054141491651535034,0.46444185833082485,20,20,1.0,152,,,0.31813167535570286,0.9974999999999999,100
154,20.45447879698173,0.2269513059184923,0.057040024548769,0.46211964903917074,20,20,1.0,153,,,0.31813167535570286,0.9974999999999999,100
155,21.53157649880714,0.04714045207910327,0.17291857302188873,0.4598090507939749,20,20,1.0,154,,,0.31813167535570286,0.9974999999999999,100
156,21.06180434269141,0.09975039414526529,0.14139775931835175,0.457510005540005,20,20,1.0,155,,,0.31813167535570286,0.9974999999999999,100
157,21.74351876525402,0.10164466651215169,0.0775492787361145,0.45522245551230495,20,20,1.0,156,,,0.31813167535570286,0.9974999999999999,100
158,20.959725566774242,0.19362920612581125,0.11105161160230637,0.4529463432347434,20,20,1.0,157,,,0.31813167535570286,0.9974999999999999,100
159,20.008695701303445,0.15632753927100163,0.19841662049293518,0.4506816115185697,20,20,1.0,158,,,0.31813167535570286,0.9974999999999999,100
160,19.409908213748906,0.14927809825049337,0.05691185221076012,0.4484282034609769,20,20,1.0,159,,,0.31813167535570286,0.9974999999999999,100
161,21.7010910492319,0.13676092425480485,0.05623476579785347,0.446186062443672,20,20,1.0,160,,,0.31813167535570286,0.9974999999999999,100
162,21.867021893081088,0.07071067811865477,0.13250231742858887,0.4439551321314536,20,20,1.0,161,,,0.31813167535570286,0.9974999999999999,100
163,22.199237099345424,0.14436376792542438,0.11425884813070297,0.4417353564707963,20,20,1.0,162,,,0.31813167535570286,0.9974999999999999,100
164,20.613650463467856,0.1842911916360933,0.03959468752145767,0.43952667968844233,20,20,1.0,163,,,0.31813167535570286,0.9974999999999999,100
165,21.312527000499966,0.06678230711206279,0.04595530778169632,0.43732904629000013,20,20,1.0,164,,,0.31813167535570286,0.9974999999999999,100
166,21.074128982149805,0.16355107869171837,0.23602700233459473,0.4351424010585501,20,20,1.0,165,,,0.31813167535570286,0.9974999999999999,100
167,21.62340596641416,0.19641855032959651,0.25602713227272034,0.43296668905325736,20,20,1.0,166,,,0.31813167535570286,0.9974999999999999,100
168,22.314008284690207,0.05759091691154021,0.18974214792251587,0.43080185560799106,20,20,1.0,167,,,0.31813167535570286,0.9974999999999999,100
169,21.468597855502757,0.13040233819020952,0.13783515989780426,0.4286478463299511,20,20,1.0,168,,,0.31813167535570286,0.9974999999999999,100
170,22.334848662526735,0.043212081072511246,0.05613716319203377,0.42650460709830135,20,20,1.0,169,,,0.31813167535570286,0.9974999999999999,100
171,18.0507430195246,0.13695112226507336,0.07377766072750092,0.42437208406280985,20,20,1.0,170,,,0.31813167535570286,0.9974999999999999,100
172,21.799562501652986,0.05759091691154017,0.046870287507772446,0.4222502236424958,20,20,1.0,171,,,0.31813167535570286,0.9974999999999999,100
173,21.490379080864432,0.10164466651215164,0.026745285838842392,0.42013897252428334,20,20,1.0,172,,,0.31813167535570286,0.9974999999999999,100
174,21.29772088880938,0.17060051971222662,0.07462923973798752,0.4180382776616619,20,20,1.0,173,,,0.31813167535570286,0.9974999999999999,100
175,22.372764642226493,0.07553768974474524,0.14633986353874207,0.4159480862733536,20,20,1.0,174,,,0.31813167535570286,0.9974999999999999,100
176,21.849352782929802,0.15246937355933904,0.16672667860984802,0.41386834584198684,20,20,1.0,175,,,0.31813167535570286,0.9974999999999999,100
177,21.55566883444108,0.13275731323145007,0.13798391819000244,0.4117990041127769,20,20,1.0,176,,,0.31813167535570286,0.9974999999999999,100
178,20.481946736064177,0.08116114295109172,0.016473811119794846,0.40974000909221303,20,20,1.0,177,,,0.31813167535570286,0.9974999999999999,100
179,20.279350177911482,0.12472191289246473,0.11465752869844437,0.40769130904675194,20,20,1.0,178,,,0.31813167535570286,0.9974999999999999,100
180,21.268723705201527,0.12128652154511133,0.028010202571749687,0.40565285250151817,20,20,1.0,179,,,0.31813167535570286,0.9974999999999999,100
181,19.874814099506075,0.04714045207910316,0.19542625546455383,0.4036245882390106,19,19,0.95,180,,,0.31813167535570286,0.9974999999999999,100
182,21.107572966088803,0.17668937659765838,0.10820606350898743,0.4016064652978155,20,20,1.0,181,,,0.31813167535570286,0.9974999999999999,100
183,22.122961247699735,0.06678230711206284,0.05771469697356224,0.3995984329713264,20,20,1.0,182,,,0.31813167535570286,0.9974999999999999,100
184,19.362342393433817,0.17883206044003078,0.0869390070438385,0.3976004408064698,20,20,1.0,183,,,0.31813167535570286,0.9974999999999999,100
185,18.662313491368497,0.250608443429208,0.021483559161424637,0.39561243860243744,20,20,1.0,184,,,0.31813167535570286,0.9974999999999999,100
186,21.276242961770457,0.15997980867865796,0.20285186171531677,0.3936343764094253,20,20,1.0,185,,,0.31813167535570286,0.9974999999999999,100
187,21.184921422864008,0.1662958838566196,0.10442203283309937,0.39166620452737816,20,20,1.0,186,,,0.31813167535570286,0.9974999999999999,100
188,20.476689146364635,0.21694424952387084,0.06408306956291199,0.3897078735047413,20,20,1.0,187,,,0.31813167535570286,0.9974999999999999,100
189,21.07615522868283,0.25178165965269494,0.15888643264770508,0.3877593341372176,20,20,1.0,188,,,0.31813167535570286,0.9974999999999999,100
190,20.621966965114318,0.13715073955699011,0.09072233736515045,0.3858205374665315,20,20,1.0,189,,,0.31813167535570286,0.9974999999999999,100
191,22.39098413635608,0.0903525331516144,0.06708040833473206,0.38389143477919885,20,20,1.0,190,,,0.31813167535570286,0.9974999999999999,100
192,20.05729144292183,0.2405946850392498,0.16224750876426697,0.3819719776053028,20,20,1.0,191,,,0.31813167535570286,0.9974999999999999,100
193,21.113519567366637,0.15302504030385689,0.12837907671928406,0.3800621177172763,20,20,1.0,192,,,0.31813167535570286,0.9974999999999999,100
194,20.512070482133982,0.18502430181189689,0.008726605214178562,0.37816180712868996,20,20,1.0,193,,,0.31813167535570286,0.9974999999999999,100
195,21.221272891912186,0.082002811479192,0.10309126228094101,0.37627099809304654,20,20,1.0,194,,,0.31813167535570286,0.9974999999999999,100
196,22.327177845965476,0.08642416214502244,0.08310026675462723,0.3743896431025813,20,20,1.0,195,,,0.31813167535570286,0.9974999999999999,100
197,20.13043621168655,0.1883570945351632,0.13499514758586884,0.37251769488706843,20,20,1.0,196,,,0.31813167535570286,0.9974999999999999,100
198,21.643769589760286,0.1336171217979662,0.07517797499895096,0.3706551064126331,20,20,1.0,197,,,0.31813167535570286,0.9974999999999999,100
199,22.102127379852032,0.02357022603955172,0.19812840223312378,0.36880183088056995,20,20,1.0,198,,,0.31813167535570286,0.9974999999999999,100
200,21.483113943648853,0.09279229275157992,0.03579026460647583,0.3669578217261671,20,20,1.0,199,0.09348898169605074,0.9974999999999999,0.09348898169605074,0.9974999999999999,200
201,21.188721982655167,0.1226781418238484,0.271016389131546,0.36512303261753626,20,20,1.0,0,,,0.09348898169605074,0.9974999999999999,200
202,22.292416942210835,0.06285393610547088,0.0940779596567154,0.3632974174544486,20,20,1.0,1,,,0.09348898169605074,0.9974999999999999,200
203,21.751199829164698,0.13040233819020947,0.30382823944091797,0.3614809303671764,20,20,1.0,2,,,0.09348898169605074,0.9974999999999999,200
204,21.849283537233713,0.13695112226507333,0.14562086760997772,0.3596735257153405,20,20,1.0,3,,,0.09348898169605074,0.9974999999999999,200
205,20.584027791986944,0.1179601675456696,0.17617538571357727,0.3578751580867638,20,20,1.0,4,,,0.09348898169605074,0.9974999999999999,200
206,21.46173343024915,0.17355994884938275,0.15625905990600586,0.35608578229633,20,20,1.0,5,,,0.09348898169605074,0.9974999999999999,200
207,20.531227391520712,0.1607209655965417,0.0974617749452591,0.3543053533848483,20,20,1.0,6,,,0.09348898169605074,0.9974999999999999,200
208,20.039746744549582,0.24540528960359576,0.07593934237957001,0.35253382661792404,20,20,1.0,7,,,0.09348898169605074,0.9974999999999999,200
209,21.880500299368947,0.13695112226507333,0.07752473652362823,0.3507711574848344,20,20,1.0,8,,,0.09348898169605074,0.9974999999999999,200
210,21.10193122993116,0.1439092236587587,0.11972647160291672,0.34901730169741024,20,20,1.0,9,,,0.09348898169605074,0.9974999999999999,200
211,21.030592804970983,0.10886621079036345,0.1386045217514038,0.3472722151889232,20,20,1.0,10,,,0.09348898169605074,0.9974999999999999,200
212,21.558218211271473,0.13040233819020947,0.060891054570674896,0.3455358541129786,20,20,1.0,11,,,0.09348898169605074,0.9974999999999999,200
213,21.847400412708534,0.0903525331516144,0.3296622037887573,0.3438081748424137,20,20,1.0,12,,,0.09348898169605074,0.9974999999999999,200
214,21.19789545455207,0.17355994884938275,0.22127902507781982,0.3420891339682016,20,20,1.0,13,,,0.09348898169605074,0.9974999999999999,200
215,20.52044258908836,0.1523712439241193,0.06443507969379425,0.3403786882983606,20,20,1.0,14,,,0.09348898169605074,0.9974999999999999,200
216,21.70785664408957,0.05759091691154011,0.06380289793014526,0.3386767948568688,20,20,1.0,15,,,0.09348898169605074,0.9974999999999999,200
217,21.30499902952702,0.16629588385661964,0.13212794065475464,0.33698341088258443,20,20,1.0,16,,,0.09348898169605074,0.9974999999999999,200
218,21.36058676980666,0.11164454451295276,0.14803743362426758,0.3352984938281715,20,20,1.0,17,,,0.09348898169605074,0.9974999999999999,200
219,21.637959081113895,0.05196746370519363,0.08505084365606308,0.33362200135903064,20,20,1.0,18,,,0.09348898169605074,0.9974999999999999,200
220,21.203773744510407,0.15580337402644623,0.08328378200531006,0.33195389135223546,20,20,1.0,19,,,0.09348898169605074,0.9974999999999999,200
221,21.46257750670423,0.11900434943186833,0.1557377725839615,0.3302941218954743,20,20,1.0,20,,,0.09348898169605074,0.9974999999999999,200
222,21.7911840916131,0.07484551991837489,0.163983553647995,0.32864265128599696,20,20,1.0,21,,,0.09348898169605074,0.9974999999999999,200
223,21.720691327659146,0.04321208107251124,0.10904055833816528,0.326999438029567,20,20,1.0,22,,,0.09348898169605074,0.9974999999999999,200
224,21.019261003515844,0.14203303584545293,0.25489720702171326,0.3253644408394192,20,20,1.0,23,,,0.09348898169605074,0.9974999999999999,200
225,21.504089761569304,0.11567034896476118,0.18794947862625122,0.3237376186352221,20,20,1.0,24,,,0.09348898169605074,0.9974999999999999,200
