seed,success,objective,balance,inter,intra,lowmid_success,lowmid_objective,lowmid_balance,conflict_success,conflict_objective,conflict_balance,conflict_intra
seed_42_existing,0.7337829283533992,0.4404908960164923,0.4946408173971044,0.240099189669498,0.2545416277276063,0.8208640481551044,0.7781767964798072,0.5052793961406103,0.8508950778835462,0.8397592506846813,0.5638210608495037,0.2433082988467029
seed_1,0.724363505446835,0.3998326122056369,0.4976214095817032,0.2410294332786336,0.2565919763030695,0.8159106555926524,0.7581726751460632,0.5054699472245465,0.8574352656152497,0.8372117355932367,0.5925293268677618,0.2560205760158803
seed_2,0.7288097576865007,0.3996553564643486,0.5155836742816543,0.2488499395835169,0.2667337346981373,0.8164449291774066,0.7435548822626598,0.5222248344469667,0.8354048432213111,0.7633152458732535,0.5783041270119906,0.2766962379992559
seed_3,0.7291020755829776,0.4055578083259858,0.5108504940059242,0.2565780731511043,0.2542724208548197,0.8170221586217454,0.7449879316155702,0.5231007028714113,0.8468302114508676,0.8103572091099228,0.5769636366935471,0.2400455333071071
