episode,scenario_id,target_load,actual_load,memory_load,core_load,reward,objective,balance_score,success_rate,failure_rate,vgpu_success_rate,vgpu_failure_rate,allocated_count,failure_count,allocated_vgpu_count,failure_vgpu_count,total_vgpu_count,num_gpus,num_pods,steps,loss,epsilon,eval_objective,eval_balance_score,eval_success_rate,eval_failure_rate,eval_vgpu_success_rate,eval_vgpu_failure_rate,eval_checkpoint_score,eval_conflict_objective,eval_conflict_intra_gpu_balance_score,eval_lowmid_objective,best_eval_objective,best_checkpoint_score
11,train-load-0.7-scenario-87,0.7,0.7982455714285713,0.35117767857142856,0.7982455714285713,11.55796198211018,0.8391832012893937,0.7163723542661617,0.8888888888888888,0.1111111111111111,0.8,0.2,8,1,8,2,10,7,9,8,0.0,0.946354579813443,,,,,,,,,,,-1e+18,-1e+18
12,train-load-0.9-scenario-354,0.9,1.0,1.0,0.4166666666666667,5.141118453313431,-0.18001632677776336,0.5800163267777633,0.6,0.4,0.6,0.4,6,4,6,4,10,6,10,6,0.0,0.9416228069143757,,,,,,,,,,,-1e+18,-1e+18
13,train-load-0.5-scenario-543,0.5,0.5,0.5,0.375,19.97702469385554,1.4840668330665774,0.5159331669334225,1.0,0.0,1.0,0.0,12,0,12,0,12,8,12,12,0.0,0.9369146928798039,,,,,,,,,,,-1e+18,-1e+18
14,train-load-0.6-scenario-619,0.6,0.5979909999999999,0.5979909999999999,0.4335838,5.644105530493903,0.38669555647498915,0.9466377768583443,0.8333333333333334,0.16666666666666666,0.875,0.125,5,1,7,1,8,5,6,5,1.812573790550232,0.9322301194154049,,,,,,,,,,,-1e+18,-1e+18
15,train-load-1.0-scenario-476,1.0,0.88616775,0.3945208333333334,0.88616775,10.045522637471239,0.25626102978195864,0.7437389702180414,0.75,0.25,0.7692307692307693,0.23076923076923078,9,3,10,3,13,8,12,9,2.5568771362304688,0.9275689688183278,,,,,,,,,,,-1e+18,-1e+18
16,train-load-1.0-scenario-546-retry-7,1.0,0.8916666666666667,0.6833333333333333,0.8916666666666667,21.145811745708272,1.18078669720069,0.31921330279931015,0.875,0.125,0.875,0.125,14,2,14,2,16,6,16,14,1.793271780014038,0.9229311239742362,,,,,,,,,,,-1e+18,-1e+18
17,train-load-0.6-scenario-189,0.6,0.5351126,0.4267533333333333,0.5351126,8.88915170069664,0.9547255699535331,1.045274430046467,1.0,0.0,1.0,0.0,6,0,6,0,6,5,6,6,1.657956838607788,0.918316468354365,,,,,,,,,,,-1e+18,-1e+18
18,train-load-0.9-scenario-610-retry-11,0.9,1.0,0.6666666666666666,1.0,5.745230527396027,-0.09374155216767599,0.4937415521676759,0.6,0.4,0.6,0.4,6,4,6,4,10,6,10,6,1.8004136085510254,0.9137248860125932,,,,,,,,,,,-1e+18,-1e+18
19,train-load-0.5-scenario-296-retry-2,0.5,0.5666666666666667,0.5666666666666667,0.36666666666666664,18.262280888153388,1.3936753377620954,0.6063246622379046,1.0,0.0,1.0,0.0,11,0,11,0,11,6,11,11,1.7040932178497314,0.9091562615825302,,,,,,,,,,,-1e+18,-1e+18
20,train-load-0.5-scenario-544-retry-2,0.5,0.40476190476190477,0.40476190476190477,0.24285714285714285,26.717692693283105,1.4819584313115697,0.5180415686884304,1.0,0.0,1.0,0.0,17,0,17,0,17,7,17,17,1.6877601146697998,0.9046104802746175,,,,,,,,,,,-1e+18,-1e+18
21,train-load-0.6-scenario-320-retry-2,0.6,0.56,0.4666666666666667,0.56,23.241975704012244,1.5685088539106042,0.4314911460893957,1.0,0.0,1.0,0.0,14,0,14,0,14,5,14,14,2.012570381164551,0.9000874278732445,,,,,,,,,,,-1e+18,-1e+18
22,train-load-0.8-scenario-593-retry-3,0.8,0.8571428571428571,0.09523809523809523,0.8571428571428571,-1.9210432183135326,-1.2357511842344342,0.7357511842344342,0.375,0.625,0.375,0.625,3,5,3,5,8,7,8,3,1.836881399154663,0.8955869907338783,,,,,,,,,,,-1e+18,-1e+18
23,train-load-0.5-scenario-112,0.5,0.4381655,0.228914375,0.4381655,8.320465143364348,1.2325528279746394,0.7674471720253606,1.0,0.0,1.0,0.0,4,0,4,0,4,4,4,4,0.8662742376327515,0.8911090557802088,,,,,,,,,,,-1e+18,-1e+18
24,train-load-0.6-scenario-480,0.6,0.6797604166666668,0.6797604166666668,0.49096775000000004,3.422384573416187,0.02497710158984412,0.3750228984101558,0.6,0.4,0.6666666666666666,0.3333333333333333,3,2,4,2,6,4,5,3,1.8663727045059204,0.8866535105013078,,,,,,,,,,,-1e+18,-1e+18
25,train-load-0.5-scenario-692,0.5,0.40625,0.1625,0.40625,20.733475014999936,1.39102043627044,0.60897956372956,1.0,0.0,1.0,0.0,13,0,13,0,13,8,13,13,2.0753369331359863,0.8822202429488013,,,,,,,,,,,-1e+18,-1e+18
26,train-load-0.9-scenario-585-retry-1,0.9,1.0,0.2,1.0,2.3326168752505363,-0.638444407451005,0.638444407451005,0.5,0.5,0.5,0.5,5,5,5,5,10,5,10,5,1.316347360610962,0.8778091417340573,,,,,,,,,,,-1e+18,-1e+18
27,train-load-0.5-scenario-722,0.5,0.590890125,0.32226062499999997,0.590890125,10.093373592828598,0.9078174051051454,0.5207540234662832,0.8571428571428571,0.14285714285714285,0.8,0.2,6,1,8,2,10,8,7,6,0.42890799045562744,0.8734200960253871,,,,,,,,,,,-1e+18,-1e+18
28,train-load-1.0-scenario-401,1.0,0.9287875000000001,0.5972760416666667,0.9287875000000001,9.645351248955459,0.21074268247796635,0.7892573175220337,0.75,0.25,0.75,0.25,9,3,9,3,12,6,12,9,0.9234181642532349,0.8690529955452602,,,,,,,,,,,-1e+18,-1e+18
29,train-load-0.8-scenario-134,0.8,0.8785714285714286,0.8095238095238095,0.8785714285714286,6.93420841883606,-0.02787765975125145,0.5733322052057969,0.6363636363636364,0.36363636363636365,0.6363636363636364,0.36363636363636365,7,4,7,4,11,7,11,7,1.311180591583252,0.8647077305675338,,,,,,,,,,,-1e+18,-1e+18
30,train-load-0.9-scenario-18,0.9,0.8137455,0.5517440972222222,0.8137455,9.819759168296075,0.4693798007266716,0.7306201992733284,0.8,0.2,0.8181818181818182,0.18181818181818182,8,2,9,2,11,6,10,8,1.533013939857483,0.8603841919146962,,,,,,,,,,,-1e+18,-1e+18
31,train-load-0.8-scenario-262,0.8,0.69874175,0.6619752604166667,0.69874175,15.569569298035995,0.8448846767959284,0.5397307078194561,0.8461538461538461,0.15384615384615385,0.8,0.2,11,2,12,3,15,8,13,11,1.2758126258850098,0.8560822709551227,,,,,,,,,,,-1e+18,-1e+18
32,train-load-0.7-scenario-153-retry-3,0.7,0.8,0.6666666666666666,0.8,7.865729727207382,0.4561604915966331,0.5438395084033669,0.75,0.25,0.75,0.25,6,2,6,2,8,4,8,6,1.2682826519012451,0.851801859600347,,,,,,,,,,,-1e+18,-1e+18
33,train-load-0.7-scenario-739,0.7,0.6758273749999999,0.5602240625,0.6758273749999999,15.998091862454654,0.7702404868107305,0.6583309417606978,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.14285714285714285,12,2,12,2,14,8,14,12,1.9395300149917603,0.8475428503023453,,,,,,,,,,,-1e+18,-1e+18
34,train-load-0.9-scenario-183,0.9,0.8072819999999999,0.44180583333333334,0.8072819999999999,11.262555443475758,0.9438292519764575,0.5561707480235425,0.875,0.125,0.9,0.1,7,1,9,1,10,6,8,7,0.6988698244094849,0.8433051360508336,,,,,,,,,,,-1e+18,-1e+18
35,train-load-0.9-scenario-656-retry-3,0.9,0.8,0.8,0.6,22.527612153693195,1.0877801402356986,0.46777541531985667,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.1111111111111111,16,2,16,2,18,6,18,16,1.0816023349761963,0.8390886103705794,,,,,,,,,,,-1e+18,-1e+18
36,train-load-0.5-scenario-601-retry-9,0.5,0.6,0.48,0.6,21.9720621045848,1.784836178435456,0.21516382156454394,1.0,0.0,1.0,0.0,12,0,12,0,12,5,12,12,1.3050987720489502,0.8348931673187264,,,,,,,,,,,-1e+18,-1e+18
37,train-load-0.9-scenario-612-retry-2,0.9,0.83985925,0.768653125,0.83985925,11.366664366950449,0.051096466454424894,0.6989035335455751,0.6875,0.3125,0.7058823529411765,0.29411764705882354,11,5,12,5,17,8,16,11,0.7028883695602417,0.8307187014821328,,,,,,,,,,,-1e+18,-1e+18
38,train-load-0.7-scenario-567-retry-3,0.7,0.8,0.2222222222222222,0.8,8.199304407541062,0.47682247664446076,0.5231775233555392,0.75,0.25,0.75,0.25,6,2,6,2,8,6,8,6,0.46063441038131714,0.8265651079747222,,,,,,,,,,,-1e+18,-1e+18
39,train-load-0.7-scenario-686-retry-1,0.7,0.8,0.4,0.8,7.853757656033396,0.46366358857489853,0.5363364114251015,0.75,0.25,0.75,0.25,6,2,6,2,8,4,8,6,0.8185805082321167,0.8224322824348486,,,,,,,,,,,-1e+18,-1e+18
40,train-load-0.7-scenario-195-retry-4,0.7,0.6,0.125,0.6,21.92985936065428,1.2200719989385191,0.7799280010614809,1.0,0.0,1.0,0.0,15,0,15,0,15,5,15,15,0.564504861831665,0.8183201210226743,,,,,,,,,,,-1e+18,-1e+18
41,train-load-0.9-scenario-46-retry-7,0.9,1.0,0.08333333333333333,1.0,3.8112098422197622,-0.3724982701511004,0.7724982701511003,0.6,0.4,0.6,0.4,6,4,6,4,10,6,10,6,1.1324973106384277,0.8142285204175609,,,,,,,,,,,-1e+18,-1e+18
42,train-load-0.8-scenario-95,0.8,0.9,0.5333333333333333,0.9,1.7821798546180025,-0.5856986066350282,0.5856986066350282,0.5,0.5,0.5555555555555556,0.4444444444444444,4,4,5,4,9,6,8,4,0.5230780243873596,0.810157377815473,,,,,,,,,,,-1e+18,-1e+18
43,train-load-0.6-scenario-441,0.6,0.5296565714285714,0.44106874999999995,0.5296565714285714,13.654825072017468,1.3049770103790628,0.6950229896209372,1.0,0.0,1.0,0.0,8,0,9,0,9,7,8,8,1.3596274852752686,0.8061065909263957,,,,,,,,,,,-1e+18,-1e+18
44,train-load-1.0-scenario-568,1.0,0.9769955,0.608726736111111,0.9769955,11.81856388100924,0.6110525099762005,0.6616747627510723,0.8181818181818182,0.18181818181818182,0.7692307692307693,0.23076923076923078,9,2,10,3,13,6,11,9,1.0974185466766357,0.8020760579717637,,,,,,,,,,,-1e+18,-1e+18
45,train-load-1.0-scenario-303-retry-1,1.0,1.0875,0.9375,1.0875,7.89574487424057,0.343948111611312,0.3227185550553546,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,6,3,6,3,9,4,9,6,1.0195918083190918,0.798065677681905,,,,,,,,,,,-1e+18,-1e+18
46,train-load-0.8-scenario-252,0.8,0.9,0.72,0.9,5.169931895879242,-0.02326345463722912,0.24548567685945144,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.4444444444444444,5,4,5,4,9,5,9,5,0.4957813620567322,0.7940753492934954,,,,,,,,,,,-1e+18,-1e+18
47,train-load-0.5-scenario-413,0.5,0.48069656250000004,0.48069656250000004,0.4341465,10.862710210896184,1.5178240980888555,0.48217590191114446,1.0,0.0,1.0,0.0,5,0,5,0,5,4,5,5,0.2881889343261719,0.7901049725470279,,,,,,,,,,,-1e+18,-1e+18
48,train-load-0.9-scenario-713,0.9,0.976668,0.5958020833333334,0.976668,5.849138111204511,0.2527748921271513,0.6043679650157059,0.7142857142857143,0.2857142857142857,0.6666666666666666,0.3333333333333333,5,2,6,3,9,4,7,5,0.8598775863647461,0.7861544476842928,,,,,,,,,,,-1e+18,-1e+18
49,train-load-0.9-scenario-473,0.9,0.8297599999999999,0.5424583333333334,0.8297599999999999,7.874101764826168,0.7395224297159251,0.5938109036174084,0.8333333333333334,0.16666666666666666,0.875,0.125,5,1,7,1,8,4,6,5,0.6099981069564819,0.7822236754458713,,,,,,,,,,,-1e+18,-1e+18
50,train-load-1.0-scenario-527-retry-1,1.0,0.9493678750000001,0.4429490625,0.9493678750000001,8.919399326148362,0.2168581402656936,0.6922327688252156,0.7272727272727273,0.2727272727272727,0.6923076923076923,0.3076923076923077,8,3,9,4,13,8,11,8,0.5141426920890808,0.778312557068642,,,,,,,,,,,-1e+18,-1e+18
51,train-load-0.6-scenario-424,0.6,0.7142857142857143,0.7142857142857143,0.6785714285714286,15.318728284367253,1.282823283044051,0.3171767169559491,0.9,0.1,0.9,0.1,9,1,9,1,10,7,10,9,0.21149791777133942,0.7744209942832988,,,,,,,,,,,-1e+18,-1e+18
52,train-load-0.9-scenario-740,0.9,0.8316135,0.767801875,0.8316135,3.803296088835412,-0.23425473469683555,0.7342547346968356,0.625,0.375,0.7,0.3,5,3,7,3,10,4,8,5,0.365225225687027,0.7705488893118823,,,,,,,,,,,-1e+18,-1e+18
53,train-load-0.5-scenario-412-retry-3,0.5,0.5833333333333334,0.3194444444444444,0.5833333333333334,5.598182523721288,0.021606892471593864,0.47839310752840614,0.625,0.375,0.625,0.375,5,3,5,3,8,6,8,5,0.4758300483226776,0.7666961448653229,,,,,,,,,,,-1e+18,-1e+18
54,train-load-0.6-scenario-119-retry-1,0.6,0.5333333333333333,0.5,0.5333333333333333,15.091392313737197,1.3009240168042824,0.6990759831957176,1.0,0.0,1.0,0.0,9,0,9,0,9,6,9,9,0.43245506286621094,0.7628626641409962,,,,,,,,,,,-1e+18,-1e+18
55,train-load-0.5-scenario-71,0.5,0.46129116666666664,0.3019809027777778,0.46129116666666664,5.53138164298584,0.4389444115070965,0.7610555884929036,0.8,0.2,0.8333333333333334,0.16666666666666666,4,1,5,1,6,6,5,4,0.35588258504867554,0.7590483508202912,,,,,,,,,,,-1e+18,-1e+18
56,train-load-0.5-scenario-256-retry-1,0.5,0.5333333333333333,0.5333333333333333,0.4,14.57430285921797,1.4749863591900052,0.5250136408099949,1.0,0.0,1.0,0.0,8,0,8,0,8,5,8,8,0.41179925203323364,0.7552531090661897,,,,,,,,,,,-1e+18,-1e+18
57,train-load-0.7-scenario-643,0.7,0.6468907500000001,0.3099528125,0.6468907500000001,13.176271705950635,1.2635844849260283,0.7364155150739717,1.0,0.0,1.0,0.0,8,0,9,0,9,8,8,8,0.5438637733459473,0.7514768435208588,,,,,,,,,,,-1e+18,-1e+18
58,train-load-0.9-scenario-664,0.9,0.9833333333333333,0.9833333333333333,0.96,9.518265390627434,0.5290526943533315,0.27094730564666847,0.7,0.3,0.7,0.3,7,3,7,3,10,5,10,7,0.37166813015937805,0.7477194593032545,,,,,,,,,,,-1e+18,-1e+18
59,train-load-1.0-scenario-116,1.0,0.884441125,0.8542639062499999,0.884441125,12.897481692018156,0.2936197529957527,0.4563802470042473,0.6875,0.3125,0.6842105263157895,0.3157894736842105,11,5,13,6,19,8,16,11,0.5935657620429993,0.7439808620067382,,,,,,,,,,,-1e+18,-1e+18
60,train-load-0.6-scenario-82-retry-6,0.6,0.5,0.23333333333333334,0.5,15.986697494671336,1.2649768249322688,0.7350231750677312,1.0,0.0,1.0,0.0,10,0,10,0,10,5,10,10,0.455558717250824,0.7402609576967045,,,,,,,,,,,-1e+18,-1e+18
61,train-load-0.7-scenario-356,0.7,0.75,0.25,0.75,22.814530710155342,1.354931997773822,0.645068002226178,1.0,0.0,1.0,0.0,15,0,15,0,15,5,15,15,0.6636849641799927,0.736559652908221,,,,,,,,,,,-1e+18,-1e+18
62,train-load-0.6-scenario-423,0.6,0.5244219999999999,0.5244219999999999,0.4621902,11.472351866249266,1.3266687730138382,0.6733312269861618,1.0,0.0,1.0,0.0,6,0,8,0,8,5,6,6,0.7023869752883911,0.7328768546436799,,,,,,,,,,,-1e+18,-1e+18
63,train-load-0.9-scenario-90-retry-1,0.9,0.96875,0.2,0.96875,0.3321555606665494,-0.8967216240659523,0.67449940184373,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.5555555555555556,4,5,4,5,9,8,9,4,1.2895126342773438,0.7292124703704616,,,,,,,,,,,-1e+18,-1e+18
64,train-load-1.0-scenario-348-retry-1,1.0,0.99848175,0.619901875,0.99848175,9.860673469130585,0.6213099264901283,0.4898011846209828,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.2222222222222222,7,2,7,2,9,4,9,7,0.4435350000858307,0.7255664080186093,,,,,,,,,,,-1e+18,-1e+18
65,train-load-0.7-scenario-273-retry-1,0.7,0.7619047619047619,0.7619047619047619,0.22857142857142856,4.301242691262185,-0.11245919624292244,0.6124591962429224,0.625,0.375,0.625,0.375,5,3,5,3,8,7,8,5,0.9450525641441345,0.7219385759785162,,,,,,,,,,,-1e+18,-1e+18
66,train-load-0.7-scenario-678-retry-1,0.7,0.6,0.4,0.6,20.672355414292497,1.5837813665832736,0.4162186334167264,1.0,0.0,1.0,0.0,12,0,12,0,12,5,12,12,0.6536019444465637,0.7183288830986236,,,,,,,,,,,-1e+18,-1e+18
67,train-load-0.5-scenario-415,0.5,0.5714285714285714,0.22857142857142856,0.5714285714285714,11.749473300874897,1.048002790885072,0.4519972091149279,0.875,0.125,0.875,0.125,7,1,7,1,8,7,8,7,0.7082505822181702,0.7147372386831305,,,,,,,,,,,-1e+18,-1e+18
68,train-load-0.9-scenario-435-retry-1,0.9,1.0,0.3,1.0,-6.905308384250206,-2.301769461416735,0.3017694614167353,0.0,1.0,0.0,1.0,0,8,0,8,8,8,8,0,0.679436981678009,0.7111635524897149,,,,,,,,,,,-1e+18,-1e+18
69,train-load-0.5-scenario-669-retry-1,0.5,0.479875,0.34013229166666664,0.479875,10.447144372020556,1.4202108916470142,0.5797891083529858,1.0,0.0,1.0,0.0,5,0,5,0,5,4,5,5,0.5708552002906799,0.7076077347272662,,,,,,,,,,,-1e+18,-1e+18
70,train-load-0.6-scenario-50,0.6,0.5165743333333332,0.48912534722222223,0.5165743333333332,13.239149061556018,1.2068274189283954,0.7931725810716046,1.0,0.0,1.0,0.0,8,0,8,0,8,6,8,8,0.4397393763065338,0.7040696960536299,,,,,,,,,,,-1e+18,-1e+18
71,train-load-0.7-scenario-663-retry-3,0.7,0.6,0.6,0.15,18.036463777524745,1.1949190177409643,0.8050809822590356,1.0,0.0,1.0,0.0,12,0,12,0,12,8,12,12,0.19677691161632538,0.7005493475733617,,,,,,,,,,,-1e+18,-1e+18
72,train-load-0.6-scenario-372-retry-1,0.6,0.5920854285714285,0.4972324404761905,0.5920854285714285,12.482169704197952,0.9794249453695513,0.5761306101860042,0.8888888888888888,0.1111111111111111,0.9,0.1,8,1,9,1,10,7,9,8,0.1935102641582489,0.697046600835495,,,,,,,,,,,-1e+18,-1e+18
73,train-load-1.0-scenario-285,1.0,1.0357142857142858,0.7619047619047619,1.0357142857142858,15.926577721000754,0.4499853919046155,0.28685671335854235,0.6842105263157895,0.3157894736842105,0.6842105263157895,0.3157894736842105,13,6,13,6,19,7,19,13,0.3245213031768799,0.6935613678313175,,,,,,,,,,,-1e+18,-1e+18
74,train-load-0.8-scenario-189,0.8,0.7589661999999999,0.6487041666666666,0.7589661999999999,11.783683666637511,0.9249095499093282,0.6306460056462273,0.8888888888888888,0.1111111111111111,0.9,0.1,8,1,9,1,10,5,9,8,0.8263181447982788,0.6900935609921609,,,,,,,,,,,-1e+18,-1e+18
75,train-load-0.6-scenario-267-retry-4,0.6,0.54375,0.5,0.54375,16.717397208101957,1.4028500681933258,0.5971499318066742,1.0,0.0,1.0,0.0,10,0,10,0,10,8,10,10,0.539967954158783,0.6866430931872001,,,,,,,,,,,-1e+18,-1e+18
76,train-load-0.5-scenario-379,0.5,0.43300466666666665,0.3716204166666667,0.43300466666666665,7.397674565093229,0.6239814770767722,0.7093518562565612,0.8333333333333334,0.16666666666666666,0.7142857142857143,0.2857142857142857,5,1,5,2,7,6,6,5,0.4632536470890045,0.6832098777212641,,,,,,,,,,,-1e+18,-1e+18
77,train-load-0.6-scenario-440-retry-1,0.6,0.6666666666666666,0.6666666666666666,0.5,15.308664104939027,1.2793755210836546,0.32062447891634543,0.9,0.1,0.9,0.1,9,1,9,1,10,5,10,9,0.3866952061653137,0.6797938283326578,,,,,,,,,,,-1e+18,-1e+18
78,train-load-0.5-scenario-232,0.5,0.5525275,0.35601302083333336,0.5525275,4.67596651764822,0.43952321883495415,0.5604767811650458,0.75,0.25,0.8,0.2,3,1,4,1,5,4,4,3,0.3873562812805176,0.6763948591909945,,,,,,,,,,,-1e+18,-1e+18
79,train-load-0.6-scenario-543-retry-1,0.6,0.6,0.6,0.3,19.900050246079118,1.477767354045048,0.5222326459549519,1.0,0.0,1.0,0.0,12,0,12,0,12,8,12,12,0.3732143044471741,0.6730128848950395,,,,,,,,,,,-1e+18,-1e+18
80,train-load-0.6-scenario-310,0.6,0.5406945000000001,0.43960437500000005,0.5406945000000001,9.941911043301417,1.3118151207386197,0.6881848792613803,1.0,0.0,1.0,0.0,5,0,5,0,5,4,5,5,0.2665783762931824,0.6696478204705644,,,,,,,,,,,-1e+18,-1e+18
81,train-load-1.0-scenario-644,1.0,0.92183775,0.776460625,0.92183775,4.871195818434495,-0.04845412432652063,0.5484541243265206,0.625,0.375,0.6666666666666666,0.3333333333333333,5,3,6,3,9,4,8,5,0.3877609968185425,0.6662995813682115,,,,,,,,,,,-1e+18,-1e+18
82,train-load-0.7-scenario-249-retry-3,0.7,0.7619047619047619,0.7619047619047619,0.11428571428571428,6.544787844187133,0.2514814484871988,0.7485185515128012,0.75,0.25,0.75,0.25,6,2,6,2,8,7,8,6,0.5691771507263184,0.6629680834613705,,,,,,,,,,,-1e+18,-1e+18
83,train-load-0.8-scenario-197,0.8,0.7030302083333333,0.7030302083333333,0.679151,6.4270889523065495,0.3340222932475946,0.5231205638952626,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,5,2,5,2,7,4,7,5,0.8926820755004883,0.6596532430440636,,,,,,,,,,,-1e+18,-1e+18
84,train-load-0.8-scenario-594,0.8,0.72501875,0.72501875,0.647019875,15.657360306745748,0.8839993240644912,0.5006160605508934,0.8461538461538461,0.15384615384615385,0.8666666666666667,0.13333333333333333,11,2,13,2,15,8,13,11,0.9432737827301025,0.6563549768288433,,,,,,,,,,,-1e+18,-1e+18
85,train-load-0.9-scenario-48-retry-9,0.9,0.85,0.525,0.85,11.128942850457667,0.773301739300542,0.7822538162550134,0.8888888888888888,0.1111111111111111,0.8333333333333334,0.16666666666666666,8,1,10,2,12,6,9,8,0.955415666103363,0.653073201944699,,,,,,,,,,,-1e+18,-1e+18
86,train-load-0.7-scenario-229-retry-1,0.7,0.5833333333333334,0.3888888888888889,0.5833333333333334,22.103279323828836,1.4422034199591884,0.5577965800408117,1.0,0.0,1.0,0.0,14,0,14,0,14,6,14,14,0.5086249113082886,0.6498078359349755,,,,,,,,,,,-1e+18,-1e+18
87,train-load-1.0-scenario-721-retry-8,1.0,1.02,0.18,1.02,6.541655032110125,-0.1128969049392825,0.7795635716059491,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,8,4,8,4,12,5,12,8,0.9193224906921387,0.6465587967553006,,,,,,,,,,,-1e+18,-1e+18
88,train-load-0.9-scenario-596,0.9,0.8571428571428571,0.8571428571428571,0.8571428571428571,19.356938710907997,1.175397827536432,0.2912688391302346,0.8666666666666667,0.13333333333333333,0.8666666666666667,0.13333333333333333,13,2,13,2,15,7,15,13,0.7720407843589783,0.6433260027715241,,,,,,,,,,,-1e+18,-1e+18
89,train-load-0.6-scenario-209-retry-1,0.6,0.5625,0.5625,0.45,13.780170223338253,1.1859851844699856,0.36957037108556967,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.1111111111111111,8,1,8,1,9,8,9,8,0.30973321199417114,0.6401093727576664,,,,,,,,,,,-1e+18,-1e+18
90,train-load-0.8-scenario-40,0.8,0.9166666666666666,0.9166666666666666,0.5333333333333333,6.068558180512654,-0.12094430256717226,0.302762484385354,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.45454545454545453,6,5,6,5,11,6,11,6,0.1592375934123993,0.6369088258938781,,,,,,,,,,,-1e+18,-1e+18
91,train-load-0.6-scenario-212,0.6,0.6623542,0.28326549999999995,0.6623542,9.613661782692878,1.0815009240372468,0.918499075962753,1.0,0.0,1.0,0.0,6,0,6,0,6,5,6,6,0.3761058449745178,0.6337242817644086,,,,,,,,,,,-1e+18,-1e+18
92,train-load-0.9-scenario-549-retry-1,0.9,0.9857142857142858,0.7428571428571429,0.9857142857142858,12.963623482759036,0.1284535055790098,0.5382131610876568,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,12,6,12,6,18,7,18,12,0.7513178586959839,0.6305556603555866,,,,,,,,,,,-1e+18,-1e+18
